,Number_of_Pitches,Number_of_Pitch_Classes,Number_of_Common_Pitches,Number_of_Common_Pitch_Classes,Range,Importance_of_Bass_Register,Importance_of_Middle_Register,Importance_of_High_Register,Dominant_Spread,Strong_Tonal_Centres,Mean_Pitch,Mean_Pitch_Class,Most_Common_Pitch,Most_Common_Pitch_Class,Prevalence_of_Most_Common_Pitch,Prevalence_of_Most_Common_Pitch_Class,Relative_Prevalence_of_Top_Pitches,Relative_Prevalence_of_Top_Pitch_Classes,Interval_Between_Most_Prevalent_Pitches,Interval_Between_Most_Prevalent_Pitch_Classes,Pitch_Variability,Pitch_Class_Variability,Pitch_Class_Variability_After_Folding,Pitch_Skewness,Pitch_Class_Skewness,Pitch_Class_Skewness_After_Folding,Pitch_Kurtosis,Pitch_Class_Kurtosis,Pitch_Class_Kurtosis_After_Folding,Major_or_Minor,First_Pitch,First_Pitch_Class,Last_Pitch,Last_Pitch_Class,Most_Common_Melodic_Interval,Mean_Melodic_Interval,Number_of_Common_Melodic_Intervals,Distance_Between_Most_Prevalent_Melodic_Intervals,Prevalence_of_Most_Common_Melodic_Interval,Relative_Prevalence_of_Most_Common_Melodic_Intervals,Amount_of_Arpeggiation,Repeated_Notes,Chromatic_Motion,Stepwise_Motion,Melodic_Thirds,Melodic_Perfect_Fourths,Melodic_Tritones,Melodic_Perfect_Fifths,Melodic_Sixths,Melodic_Sevenths,Melodic_Octaves,Melodic_Large_Intervals,Minor_Major_Melodic_Third_Ratio,Melodic_Embellishments,Direction_of_Melodic_Motion,Average_Length_of_Melodic_Arcs,Average_Interval_Spanned_by_Melodic_Arcs,Melodic_Pitch_Variety,Simple_Initial_Meter,Compound_Initial_Meter,Complex_Initial_Meter,Duple_Initial_Meter,Triple_Initial_Meter,Quadruple_Initial_Meter,Metrical_Diversity,Total_Number_of_Notes,Note_Density_per_Quarter_Note,Note_Density_per_Quarter_Note_per_Voice,Note_Density_per_Quarter_Note_Variability,Range_of_Rhythmic_Values,Number_of_Different_Rhythmic_Values_Present,Number_of_Common_Rhythmic_Values_Present,Prevalence_of_Very_Short_Rhythmic_Values,Prevalence_of_Short_Rhythmic_Values,Prevalence_of_Medium_Rhythmic_Values,Prevalence_of_Long_Rhythmic_Values,Prevalence_of_Very_Long_Rhythmic_Values,Prevalence_of_Dotted_Notes,Shortest_Rhythmic_Value,Longest_Rhythmic_Value,Mean_Rhythmic_Value,Most_Common_Rhythmic_Value,Prevalence_of_Most_Common_Rhythmic_Value,Relative_Prevalence_of_Most_Common_Rhythmic_Values,Difference_Between_Most_Common_Rhythmic_Values,Rhythmic_Value_Variability,Rhythmic_Value_Skewness,Rhythmic_Value_Kurtosis,Mean_Rhythmic_Value_Run_Length,Median_Rhythmic_Value_Run_Length,Variability_in_Rhythmic_Value_Run_Lengths,Mean_Rhythmic_Value_Offset,Median_Rhythmic_Value_Offset,Variability_of_Rhythmic_Value_Offsets,Complete_Rests_Fraction,Partial_Rests_Fraction,Average_Rest_Fraction_Across_Voices,Longest_Complete_Rest,Longest_Partial_Rest,Mean_Complete_Rest_Duration,Mean_Partial_Rest_Duration,Median_Complete_Rest_Duration,Median_Partial_Rest_Duration,Variability_of_Complete_Rest_Durations,Variability_of_Partial_Rest_Durations,Variability_Across_Voices_of_Combined_Rests,Number_of_Strong_Rhythmic_Pulses_-_Tempo_Standardized,Number_of_Moderate_Rhythmic_Pulses_-_Tempo_Standardized,Number_of_Relatively_Strong_Rhythmic_Pulses_-_Tempo_Standardized,Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Second_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Harmonicity_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Strength_of_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Strength_of_Second_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Combined_Strength_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Rhythmic_Variability_-_Tempo_Standardized,Rhythmic_Looseness_-_Tempo_Standardized,Polyrhythms_-_Tempo_Standardized,Initial_Tempo,Mean_Tempo,Tempo_Variability,Duration_in_Seconds,Note_Density,Note_Density_Variability,Average_Time_Between_Attacks,Average_Time_Between_Attacks_for_Each_Voice,Variability_of_Time_Between_Attacks,Average_Variability_of_Time_Between_Attacks_for_Each_Voice,Minimum_Note_Duration,Maximum_Note_Duration,Average_Note_Duration,Variability_of_Note_Durations,Amount_of_Staccato,Number_of_Strong_Rhythmic_Pulses,Number_of_Moderate_Rhythmic_Pulses,Number_of_Relatively_Strong_Rhythmic_Pulses,Strongest_Rhythmic_Pulse,Second_Strongest_Rhythmic_Pulse,Harmonicity_of_Two_Strongest_Rhythmic_Pulses,Strength_of_Strongest_Rhythmic_Pulse,Strength_of_Second_Strongest_Rhythmic_Pulse,Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses,Combined_Strength_of_Two_Strongest_Rhythmic_Pulses,Rhythmic_Variability,Rhythmic_Looseness,Polyrhythms
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run5\run5_epoch4096_18.mid",29.0, 12.0, 1.0, 1.0, 64.0, 0.0, 0.03, 0.97, 1.0, 3.0, 117.0, 5.62, 127.0, 7.0, 0.41, 0.45, 0.1951, 0.2222, 2.0, 4.0, 15.7, 2.444, 3.8, -1.395, -1.694, 1.626, 9.003, 6.207, 5.049, 0.0, 67.0, 7.0, 125.0, 5.0, 0.0, 2.929, 5.0, 2.0, 0.2626, 0.6923, 0.5152, 0.2626, 0.1313, 0.3131, 0.2121, 0.07071, 0.0404, 0.0101, 0.0404, 0.0303, 0.0, 0.0202, 0.75, 0.0, 0.5205, 1.259, 4.966, 4.046, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.021, 2.021, 0.8185, 2.0, 3.0, 2.0, 0.24, 0.95, 0.76, 0.0, 0.0, 0.05, 0.25, 0.75, 0.4525, 0.5, 0.71, 0.338, 1.0, 0.1266, -1.126, 6.43, 2.857, 2.0, 3.362, 0.06688, 0.0625, 0.03569, 0.1179, 0.1179, 0.1179, 0.1667, 0.1667, 0.1161, 0.1161, 0.1042, 0.1042, 0.01831, 0.01831, 0.0, 0.0, 30.0, 22.0, 44.0, 41.0, 1.073, 0.03527, 0.03112, 1.133, 0.06639, 0.008261, 8.182, 0.2273, 120.0, 120.0, 0.0, 24.74, 4.042, 0.375, 0.2361, 0.2361, 0.05002, 0.05002, 0.1354, 0.375, 0.2182, 0.0468, 0.0, 0.0, 30.0, 22.0, 44.0, 41.0, 1.073, 0.03527, 0.03112, 1.133, 0.06639, 0.008261, 8.182, 0.2273
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run5\run5_epoch4096_19.mid",28.0, 12.0, 1.0, 1.0, 54.0, 0.0, 0.0, 1.0, 1.0, 3.0, 119.0, 5.92, 127.0, 7.0, 0.38, 0.44, 0.1842, 0.2273, 2.0, 1.0, 12.24, 2.469, 3.635, -1.451, -1.312, 1.651, 10.81, 6.393, 5.329, 0.0, 74.0, 2.0, 124.0, 4.0, 0.0, 2.808, 5.0, 1.0, 0.2727, 0.5556, 0.5859, 0.2727, 0.1515, 0.2929, 0.2424, 0.06061, 0.0303, 0.0101, 0.0202, 0.05051, 0.0101, 0.0101, 1.4, 0.0, 0.5139, 1.241, 4.741, 2.734, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 1.959, 1.959, 0.2101, 2.0, 3.0, 1.0, 0.13, 0.95, 0.87, 0.0, 0.0, 0.05, 0.25, 0.75, 0.48, 0.5, 0.82, 0.1585, 1.0, 0.1047, -0.5731, 8.719, 5.263, 2.0, 7.687, 0.06104, 0.0625, 0.03593, 0.1082, 0.1082, 0.1082, 0.1667, 0.1667, 0.1174, 0.1174, 0.1042, 0.1042, 0.02088, 0.02088, 0.0, 0.0, 28.0, 13.0, 43.0, 41.0, 1.049, 0.06048, 0.04104, 1.474, 0.1015, 0.009392, 3.0, 0.2308, 120.0, 120.0, 0.0, 25.52, 3.918, 1.705, 0.2454, 0.2454, 0.0488, 0.0488, 0.1458, 0.3854, 0.2276, 0.04552, 0.0, 0.0, 28.0, 13.0, 43.0, 41.0, 1.049, 0.06048, 0.04104, 1.474, 0.1015, 0.009392, 3.0, 0.2308
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run5\run5_epoch4096_2.mid",26.0, 12.0, 2.0, 1.0, 39.0, 0.0, 0.0, 1.0, 2.0, 3.0, 119.0, 5.42, 127.0, 7.0, 0.35, 0.36, 0.2857, 0.3333, 2.0, 2.0, 10.02, 2.675, 3.582, -1.527, -0.6505, 1.658, 7.823, 5.962, 5.614, 0.0, 88.0, 4.0, 122.0, 2.0, 0.0, 2.828, 6.0, 2.0, 0.2121, 0.8571, 0.5051, 0.2121, 0.1313, 0.3131, 0.2424, 0.101, 0.0404, 0.05051, 0.0303, 0.0, 0.0, 0.0101, 1.182, 0.0, 0.5897, 1.3, 4.617, 3.701, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.043, 2.043, 0.8209, 2.0, 3.0, 1.0, 0.11, 0.98, 0.89, 0.0, 0.0, 0.02, 0.25, 0.75, 0.4775, 0.5, 0.87, 0.1264, 1.0, 0.08773, -0.7694, 10.44, 5.882, 3.0, 6.214, 0.06729, 0.0625, 0.03709, 0.1119, 0.1119, 0.1119, 0.1458, 0.1458, 0.1125, 0.1125, 0.1042, 0.1042, 0.01406, 0.01406, 0.0, 0.0, 28.0, 25.0, 43.0, 49.0, 1.14, 0.03992, 0.03361, 1.188, 0.07353, 0.00872, 5.96, 0.24, 120.0, 120.0, 0.0, 24.48, 4.085, 0.3019, 0.2337, 0.2337, 0.03655, 0.03655, 0.1562, 0.3229, 0.2174, 0.03065, 0.0, 0.0, 28.0, 25.0, 43.0, 49.0, 1.14, 0.03992, 0.03361, 1.188, 0.07353, 0.00872, 5.96, 0.24
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run5\run5_epoch4096_20.mid",24.0, 12.0, 4.0, 1.0, 38.0, 0.0, 0.0, 1.0, 1.0, 4.0, 121.0, 5.36, 127.0, 7.0, 0.4, 0.41, 0.25, 0.2683, 3.0, 3.0, 10.12, 2.285, 3.593, -1.174, -0.8401, 1.703, 8.532, 6.073, 5.407, 0.0, 89.0, 5.0, 125.0, 5.0, 0.0, 2.263, 6.0, 1.0, 0.2121, 1.0, 0.5253, 0.2121, 0.2121, 0.3434, 0.303, 0.09091, 0.0303, 0.0101, 0.0101, 0.0, 0.0, 0.0, 2.333, 0.0, 0.5769, 1.322, 3.763, 3.515, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.019, 2.019, 0.8026, 2.0, 3.0, 1.0, 0.12, 0.99, 0.88, 0.0, 0.0, 0.01, 0.25, 0.75, 0.4725, 0.5, 0.87, 0.1379, 1.0, 0.08627, -0.9563, 9.949, 6.25, 3.0, 8.955, 0.06479, 0.0625, 0.03814, 0.1136, 0.1136, 0.1136, 0.1667, 0.1667, 0.1165, 0.1165, 0.1042, 0.1042, 0.01661, 0.01661, 0.0, 0.0, 30.0, 27.0, 49.0, 41.0, 1.195, 0.04069, 0.0364, 1.118, 0.07709, 0.008689, 6.037, 0.1481, 120.0, 120.0, 0.0, 24.76, 4.039, 0.1752, 0.2379, 0.2379, 0.03956, 0.03956, 0.1458, 0.3125, 0.2195, 0.03454, 0.0, 0.0, 30.0, 27.0, 49.0, 41.0, 1.195, 0.04069, 0.0364, 1.118, 0.07709, 0.008689, 6.037, 0.1481
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run5\run5_epoch4096_21.mid",28.0, 12.0, 2.0, 1.0, 57.0, 0.0, 0.02, 0.98, 1.0, 2.0, 116.0, 5.81, 127.0, 7.0, 0.39, 0.39, 0.2308, 0.3077, 3.0, 3.0, 14.62, 2.658, 3.598, -1.476, -1.343, 0.2585, 7.55, 5.831, 5.07, 0.0, 73.0, 1.0, 125.0, 5.0, 0.0, 2.222, 5.0, 2.0, 0.303, 0.6333, 0.5859, 0.303, 0.1313, 0.3232, 0.2727, 0.0404, 0.0202, 0.0, 0.0202, 0.0, 0.0, 0.0202, 2.0, 0.0, 0.6087, 1.468, 4.638, 3.103, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.065, 2.065, 0.8389, 2.0, 3.0, 2.0, 0.25, 0.97, 0.75, 0.0, 0.0, 0.03, 0.25, 0.75, 0.445, 0.5, 0.72, 0.3472, 1.0, 0.1209, -1.365, 6.244, 3.448, 2.0, 3.46, 0.07063, 0.08333, 0.03577, 0.1166, 0.1166, 0.1166, 0.1667, 0.1667, 0.1165, 0.1165, 0.1042, 0.1042, 0.02023, 0.02023, 0.0, 0.0, 29.0, 17.0, 41.0, 43.0, 1.049, 0.04303, 0.03689, 1.167, 0.07992, 0.008662, 10.71, 0.2941, 120.0, 120.0, 0.0, 24.21, 4.131, 0.1664, 0.2309, 0.2309, 0.04752, 0.04752, 0.1458, 0.3646, 0.2139, 0.04163, 0.0, 0.0, 29.0, 17.0, 41.0, 43.0, 1.049, 0.04303, 0.03689, 1.167, 0.07992, 0.008662, 10.71, 0.2941
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run5\run5_epoch4096_22.mid",23.0, 12.0, 2.0, 1.0, 52.0, 0.0, 0.0, 1.0, 1.0, 3.0, 119.0, 5.68, 127.0, 7.0, 0.43, 0.47, 0.2326, 0.234, 2.0, 2.0, 11.55, 2.506, 3.769, -1.351, -1.58, 1.687, 9.369, 5.916, 5.064, 0.0, 75.0, 3.0, 125.0, 5.0, 0.0, 2.949, 5.0, 1.0, 0.3131, 0.4516, 0.6364, 0.3131, 0.1414, 0.2626, 0.2222, 0.0303, 0.0404, 0.0, 0.0303, 0.05051, 0.0404, 0.0101, 1.0, 0.0, 0.5882, 1.388, 5.918, 3.101, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 1.913, 1.913, 0.2108, 2.0, 3.0, 1.0, 0.13, 0.94, 0.87, 0.0, 0.0, 0.06, 0.25, 0.75, 0.4825, 0.5, 0.81, 0.1605, 1.0, 0.1081, -0.4857, 8.494, 4.545, 2.0, 5.595, 0.06125, 0.0625, 0.03282, 0.108, 0.108, 0.108, 0.1667, 0.1667, 0.1193, 0.1193, 0.1042, 0.1042, 0.01948, 0.01948, 0.0, 0.0, 30.0, 24.0, 44.0, 40.0, 1.1, 0.04113, 0.03463, 1.188, 0.07576, 0.008614, 4.667, 0.2083, 120.0, 120.0, 0.0, 26.14, 3.826, 0.3666, 0.2508, 0.2508, 0.04901, 0.04901, 0.1458, 0.375, 0.2331, 0.0448, 0.0, 0.0, 30.0, 24.0, 44.0, 40.0, 1.1, 0.04113, 0.03463, 1.188, 0.07576, 0.008614, 4.667, 0.2083
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run5\run5_epoch4096_23.mid",23.0, 12.0, 1.0, 1.0, 38.0, 0.0, 0.0, 1.0, 2.0, 4.0, 120.0, 5.42, 127.0, 7.0, 0.41, 0.44, 0.1951, 0.2273, 4.0, 1.0, 10.03, 2.248, 3.559, -1.238, -0.774, 1.669, 8.504, 5.783, 5.34, 0.0, 89.0, 5.0, 127.0, 7.0, 0.0, 2.687, 5.0, 1.0, 0.2323, 0.7826, 0.5455, 0.2323, 0.1818, 0.3131, 0.2626, 0.05051, 0.06061, 0.0101, 0.0303, 0.0303, 0.0101, 0.0, 1.889, 0.0, 0.5658, 1.31, 4.569, 3.471, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 1.993, 1.993, 0.2062, 2.0, 3.0, 2.0, 0.2, 0.95, 0.8, 0.0, 0.0, 0.05, 0.25, 0.75, 0.4625, 0.5, 0.75, 0.2667, 1.0, 0.1198, -0.9387, 7.0, 4.762, 2.0, 5.356, 0.05917, 0.0625, 0.03158, 0.1092, 0.1092, 0.1092, 0.1667, 0.1667, 0.1187, 0.1187, 0.125, 0.125, 0.01713, 0.01713, 0.0, 0.0, 32.0, 24.0, 46.0, 40.0, 1.15, 0.03648, 0.03219, 1.133, 0.06867, 0.008399, 8.667, 0.1667, 120.0, 120.0, 0.0, 25.09, 3.985, 1.736, 0.24, 0.24, 0.04665, 0.04665, 0.1354, 0.3333, 0.2235, 0.04297, 0.0, 0.0, 32.0, 24.0, 46.0, 40.0, 1.15, 0.03648, 0.03219, 1.133, 0.06867, 0.008399, 8.667, 0.1667
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run5\run5_epoch4096_24.mid",23.0, 12.0, 1.0, 1.0, 37.0, 0.0, 0.0, 1.0, 1.0, 3.0, 121.0, 5.37, 127.0, 7.0, 0.39, 0.42, 0.2051, 0.2381, 3.0, 3.0, 9.44, 2.513, 3.612, -1.255, -0.752, 1.553, 8.762, 5.92, 5.362, 0.0, 90.0, 6.0, 124.0, 4.0, 0.0, 2.747, 6.0, 1.0, 0.1919, 0.8947, 0.4242, 0.1919, 0.1717, 0.3434, 0.202, 0.1313, 0.07071, 0.0303, 0.0303, 0.0, 0.0, 0.0, 1.222, 0.0, 0.6, 1.311, 4.41, 4.239, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 1.951, 1.951, 0.1951, 2.0, 3.0, 2.0, 0.22, 0.92, 0.78, 0.0, 0.0, 0.08, 0.25, 0.75, 0.465, 0.5, 0.7, 0.3143, 1.0, 0.133, -0.7892, 6.514, 4.0, 3.0, 3.476, 0.06396, 0.0625, 0.03772, 0.111, 0.111, 0.111, 0.1458, 0.1458, 0.1181, 0.1181, 0.1042, 0.1042, 0.01701, 0.01701, 0.0, 0.0, 30.0, 28.0, 42.0, 44.0, 1.048, 0.03579, 0.02737, 1.308, 0.06316, 0.00817, 7.679, 0.2143, 120.0, 120.0, 0.0, 25.62, 3.902, 1.719, 0.2456, 0.2456, 0.05349, 0.05349, 0.1354, 0.3646, 0.2278, 0.04943, 0.0, 0.0, 30.0, 28.0, 42.0, 44.0, 1.048, 0.03579, 0.02737, 1.308, 0.06316, 0.00817, 7.679, 0.2143
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run5\run5_epoch4096_25.mid",19.0, 10.0, 3.0, 1.0, 46.0, 0.0, 0.0, 1.0, 1.0, 3.0, 121.0, 4.86, 127.0, 7.0, 0.42, 0.43, 0.2857, 0.3488, 3.0, 3.0, 9.435, 2.37, 3.341, -1.113, -0.1772, 1.598, 12.36, 5.035, 5.589, 0.0, 81.0, 9.0, 124.0, 4.0, 0.0, 3.404, 5.0, 2.0, 0.2929, 0.5517, 0.5455, 0.2929, 0.09091, 0.2525, 0.1717, 0.05051, 0.09091, 0.0202, 0.0303, 0.0202, 0.0202, 0.05051, 3.25, 0.0, 0.5286, 1.186, 5.661, 3.371, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 1.876, 1.876, 0.1941, 2.0, 3.0, 1.0, 0.07, 0.91, 0.93, 0.0, 0.0, 0.09, 0.25, 0.75, 0.505, 0.5, 0.84, 0.1071, 1.0, 0.1004, 0.1494, 9.65, 4.762, 2.0, 8.882, 0.05542, 0.0625, 0.03783, 0.09695, 0.09695, 0.09695, 0.1458, 0.1458, 0.1176, 0.1176, 0.125, 0.125, 0.01263, 0.01263, 0.0, 0.0, 28.0, 24.0, 43.0, 73.0, 1.698, 0.03864, 0.03636, 1.062, 0.075, 0.008548, 7.208, 0.1667, 120.0, 120.0, 0.0, 26.65, 3.753, 0.3947, 0.2564, 0.2564, 0.04906, 0.04906, 0.1458, 0.375, 0.2406, 0.04521, 0.0, 0.0, 28.0, 24.0, 43.0, 73.0, 1.698, 0.03864, 0.03636, 1.062, 0.075, 0.008548, 7.208, 0.1667
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run5\run5_epoch4096_26.mid",31.0, 12.0, 1.0, 1.0, 61.0, 0.0, 0.03, 0.97, 1.0, 2.0, 116.0, 5.76, 127.0, 7.0, 0.33, 0.36, 0.1818, 0.25, 4.0, 3.0, 14.56, 2.917, 3.515, -1.41, -1.275, 0.9217, 8.279, 5.622, 5.187, 0.0, 68.0, 8.0, 125.0, 5.0, 0.0, 3.242, 5.0, 2.0, 0.2626, 0.5385, 0.596, 0.2626, 0.101, 0.2424, 0.202, 0.08081, 0.05051, 0.08081, 0.0303, 0.0303, 0.0, 0.0202, 1.0, 0.0, 0.5205, 1.217, 5.317, 3.403, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 1.927, 1.927, 0.1604, 2.0, 3.0, 1.0, 0.09, 0.93, 0.91, 0.0, 0.0, 0.07, 0.25, 0.75, 0.495, 0.5, 0.84, 0.1071, 1.0, 0.1004, -0.1494, 9.65, 5.263, 2.0, 8.432, 0.0625, 0.0625, 0.03698, 0.1064, 0.1064, 0.1064, 0.1875, 0.1875, 0.1208, 0.1208, 0.125, 0.125, 0.02302, 0.02302, 0.0, 0.0, 27.0, 27.0, 40.0, 47.0, 1.175, 0.03548, 0.03326, 1.067, 0.06874, 0.008288, 8.667, 0.2593, 120.0, 120.0, 0.0, 25.95, 3.854, 1.638, 0.2491, 0.2491, 0.0464, 0.0464, 0.1562, 0.3854, 0.2319, 0.04131, 0.0, 0.0, 27.0, 27.0, 40.0, 47.0, 1.175, 0.03548, 0.03326, 1.067, 0.06874, 0.008288, 8.667, 0.2593
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run5\run5_epoch4096_27.mid",27.0, 12.0, 1.0, 1.0, 52.0, 0.0, 0.0, 1.0, 1.0, 3.0, 117.0, 5.8, 127.0, 7.0, 0.32, 0.37, 0.25, 0.3243, 1.0, 1.0, 12.89, 2.511, 3.497, -1.304, -1.434, 0.9609, 8.106, 6.058, 5.172, 0.0, 75.0, 3.0, 126.0, 6.0, 0.0, 2.717, 5.0, 1.0, 0.2626, 0.6538, 0.5758, 0.2626, 0.1717, 0.3131, 0.2424, 0.06061, 0.0202, 0.0303, 0.0202, 0.0404, 0.0, 0.0101, 0.7143, 0.0, 0.6027, 1.352, 4.926, 3.667, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 1.96, 1.96, 0.1584, 2.0, 3.0, 1.0, 0.11, 0.95, 0.89, 0.0, 0.0, 0.05, 0.25, 0.75, 0.485, 0.5, 0.84, 0.131, 1.0, 0.09937, -0.4529, 9.501, 4.167, 2.0, 4.678, 0.06229, 0.0625, 0.03751, 0.1127, 0.1127, 0.1127, 0.1458, 0.1458, 0.1186, 0.1186, 0.1042, 0.1042, 0.01745, 0.01745, 0.0, 0.0, 32.0, 23.0, 43.0, 41.0, 1.049, 0.03656, 0.03441, 1.062, 0.07097, 0.008336, 8.522, 0.3043, 120.0, 120.0, 0.0, 25.51, 3.92, 1.664, 0.2441, 0.2441, 0.04804, 0.04804, 0.1562, 0.3854, 0.2264, 0.04108, 0.0, 0.0, 32.0, 23.0, 43.0, 41.0, 1.049, 0.03656, 0.03441, 1.062, 0.07097, 0.008336, 8.522, 0.3043
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run5\run5_epoch4096_28.mid",25.0, 12.0, 2.0, 1.0, 40.0, 0.0, 0.0, 1.0, 1.0, 3.0, 120.0, 5.55, 127.0, 7.0, 0.47, 0.48, 0.2128, 0.2292, 2.0, 2.0, 10.41, 2.302, 3.809, -1.513, -1.889, 2.308, 8.065, 6.3, 5.215, 0.0, 87.0, 3.0, 123.0, 3.0, 0.0, 1.838, 4.0, 3.0, 0.3939, 0.4615, 0.697, 0.3939, 0.1414, 0.2222, 0.2828, 0.06061, 0.0101, 0.0202, 0.0101, 0.0, 0.0, 0.0, 1.8, 0.0, 0.6, 1.463, 4.341, 2.134, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.074, 2.074, 0.8376, 2.0, 3.0, 2.0, 0.18, 0.99, 0.82, 0.0, 0.0, 0.01, 0.25, 0.75, 0.4575, 0.5, 0.81, 0.2222, 1.0, 0.1008, -1.264, 7.342, 3.03, 2.0, 4.019, 0.06667, 0.0625, 0.03491, 0.1115, 0.1115, 0.1115, 0.1667, 0.1667, 0.1212, 0.1212, 0.125, 0.125, 0.01996, 0.01996, 0.0, 0.0, 31.0, 20.0, 43.0, 50.0, 1.163, 0.04202, 0.03361, 1.25, 0.07563, 0.008695, 5.2, 0.25, 120.0, 120.0, 0.0, 24.1, 4.149, 0.3026, 0.2303, 0.2303, 0.03524, 0.03524, 0.1667, 0.3125, 0.2142, 0.03032, 0.0, 0.0, 31.0, 20.0, 43.0, 50.0, 1.163, 0.04202, 0.03361, 1.25, 0.07563, 0.008695, 5.2, 0.25
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run5\run5_epoch4096_29.mid",29.0, 12.0, 1.0, 1.0, 51.0, 0.0, 0.0, 1.0, 1.0, 4.0, 118.0, 5.86, 127.0, 7.0, 0.36, 0.39, 0.2222, 0.2821, 2.0, 4.0, 11.58, 2.378, 3.652, -1.321, -1.438, 0.345, 9.382, 6.085, 4.993, 0.0, 79.0, 7.0, 126.0, 6.0, 0.0, 2.737, 5.0, 2.0, 0.2424, 0.7917, 0.5657, 0.2424, 0.101, 0.2929, 0.2929, 0.08081, 0.0202, 0.0101, 0.0303, 0.0202, 0.0, 0.0101, 1.071, 0.0, 0.5467, 1.136, 4.045, 3.2, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.021, 2.021, 0.8196, 2.0, 3.0, 2.0, 0.18, 0.95, 0.82, 0.0, 0.0, 0.05, 0.25, 0.75, 0.4675, 0.5, 0.77, 0.2338, 1.0, 0.116, -0.8406, 7.375, 4.762, 3.0, 5.176, 0.06813, 0.08333, 0.03413, 0.1086, 0.1086, 0.1086, 0.1458, 0.1458, 0.1128, 0.1128, 0.1042, 0.1042, 0.01216, 0.01216, 0.0, 0.0, 31.0, 25.0, 40.0, 47.0, 1.175, 0.04017, 0.03594, 1.118, 0.07611, 0.008472, 4.88, 0.24, 120.0, 120.0, 0.0, 24.74, 4.042, 0.2835, 0.2373, 0.2373, 0.04738, 0.04738, 0.1562, 0.3646, 0.2205, 0.04268, 0.0, 0.0, 31.0, 25.0, 40.0, 47.0, 1.175, 0.04017, 0.03594, 1.118, 0.07611, 0.008472, 4.88, 0.24
