,Number_of_Pitches,Number_of_Pitch_Classes,Number_of_Common_Pitches,Number_of_Common_Pitch_Classes,Range,Importance_of_Bass_Register,Importance_of_Middle_Register,Importance_of_High_Register,Dominant_Spread,Strong_Tonal_Centres,Mean_Pitch,Mean_Pitch_Class,Most_Common_Pitch,Most_Common_Pitch_Class,Prevalence_of_Most_Common_Pitch,Prevalence_of_Most_Common_Pitch_Class,Relative_Prevalence_of_Top_Pitches,Relative_Prevalence_of_Top_Pitch_Classes,Interval_Between_Most_Prevalent_Pitches,Interval_Between_Most_Prevalent_Pitch_Classes,Pitch_Variability,Pitch_Class_Variability,Pitch_Class_Variability_After_Folding,Pitch_Skewness,Pitch_Class_Skewness,Pitch_Class_Skewness_After_Folding,Pitch_Kurtosis,Pitch_Class_Kurtosis,Pitch_Class_Kurtosis_After_Folding,Major_or_Minor,First_Pitch,First_Pitch_Class,Last_Pitch,Last_Pitch_Class,Most_Common_Melodic_Interval,Mean_Melodic_Interval,Number_of_Common_Melodic_Intervals,Distance_Between_Most_Prevalent_Melodic_Intervals,Prevalence_of_Most_Common_Melodic_Interval,Relative_Prevalence_of_Most_Common_Melodic_Intervals,Amount_of_Arpeggiation,Repeated_Notes,Chromatic_Motion,Stepwise_Motion,Melodic_Thirds,Melodic_Perfect_Fourths,Melodic_Tritones,Melodic_Perfect_Fifths,Melodic_Sixths,Melodic_Sevenths,Melodic_Octaves,Melodic_Large_Intervals,Minor_Major_Melodic_Third_Ratio,Melodic_Embellishments,Direction_of_Melodic_Motion,Average_Length_of_Melodic_Arcs,Average_Interval_Spanned_by_Melodic_Arcs,Melodic_Pitch_Variety,Simple_Initial_Meter,Compound_Initial_Meter,Complex_Initial_Meter,Duple_Initial_Meter,Triple_Initial_Meter,Quadruple_Initial_Meter,Metrical_Diversity,Total_Number_of_Notes,Note_Density_per_Quarter_Note,Note_Density_per_Quarter_Note_per_Voice,Note_Density_per_Quarter_Note_Variability,Range_of_Rhythmic_Values,Number_of_Different_Rhythmic_Values_Present,Number_of_Common_Rhythmic_Values_Present,Prevalence_of_Very_Short_Rhythmic_Values,Prevalence_of_Short_Rhythmic_Values,Prevalence_of_Medium_Rhythmic_Values,Prevalence_of_Long_Rhythmic_Values,Prevalence_of_Very_Long_Rhythmic_Values,Prevalence_of_Dotted_Notes,Shortest_Rhythmic_Value,Longest_Rhythmic_Value,Mean_Rhythmic_Value,Most_Common_Rhythmic_Value,Prevalence_of_Most_Common_Rhythmic_Value,Relative_Prevalence_of_Most_Common_Rhythmic_Values,Difference_Between_Most_Common_Rhythmic_Values,Rhythmic_Value_Variability,Rhythmic_Value_Skewness,Rhythmic_Value_Kurtosis,Mean_Rhythmic_Value_Run_Length,Median_Rhythmic_Value_Run_Length,Variability_in_Rhythmic_Value_Run_Lengths,Mean_Rhythmic_Value_Offset,Median_Rhythmic_Value_Offset,Variability_of_Rhythmic_Value_Offsets,Complete_Rests_Fraction,Partial_Rests_Fraction,Average_Rest_Fraction_Across_Voices,Longest_Complete_Rest,Longest_Partial_Rest,Mean_Complete_Rest_Duration,Mean_Partial_Rest_Duration,Median_Complete_Rest_Duration,Median_Partial_Rest_Duration,Variability_of_Complete_Rest_Durations,Variability_of_Partial_Rest_Durations,Variability_Across_Voices_of_Combined_Rests,Number_of_Strong_Rhythmic_Pulses_-_Tempo_Standardized,Number_of_Moderate_Rhythmic_Pulses_-_Tempo_Standardized,Number_of_Relatively_Strong_Rhythmic_Pulses_-_Tempo_Standardized,Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Second_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Harmonicity_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Strength_of_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Strength_of_Second_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Combined_Strength_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Rhythmic_Variability_-_Tempo_Standardized,Rhythmic_Looseness_-_Tempo_Standardized,Polyrhythms_-_Tempo_Standardized,Initial_Tempo,Mean_Tempo,Tempo_Variability,Duration_in_Seconds,Note_Density,Note_Density_Variability,Average_Time_Between_Attacks,Average_Time_Between_Attacks_for_Each_Voice,Variability_of_Time_Between_Attacks,Average_Variability_of_Time_Between_Attacks_for_Each_Voice,Minimum_Note_Duration,Maximum_Note_Duration,Average_Note_Duration,Variability_of_Note_Durations,Amount_of_Staccato,Number_of_Strong_Rhythmic_Pulses,Number_of_Moderate_Rhythmic_Pulses,Number_of_Relatively_Strong_Rhythmic_Pulses,Strongest_Rhythmic_Pulse,Second_Strongest_Rhythmic_Pulse,Harmonicity_of_Two_Strongest_Rhythmic_Pulses,Strength_of_Strongest_Rhythmic_Pulse,Strength_of_Second_Strongest_Rhythmic_Pulse,Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses,Combined_Strength_of_Two_Strongest_Rhythmic_Pulses,Rhythmic_Variability,Rhythmic_Looseness,Polyrhythms
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run6\run6_epoch3500_18.mid",27.0, 12.0, 0.0, 0.0, 29.0, 0.0, 0.31, 0.69, 2.0, 4.0, 74.0, 4.8, 73.0, 2.0, 0.08, 0.12, 1.0, 0.9167, 1.0, 1.0, 6.16, 3.484, 3.57, -0.05844, 0.6888, 0.3361, 6.176, 5.104, 4.945, 0.0, 79.0, 7.0, 86.0, 2.0, 3.0, 4.616, 5.0, 2.0, 0.1515, 0.9333, 0.4747, 0.09091, 0.1414, 0.2121, 0.2727, 0.07071, 0.1111, 0.06061, 0.08081, 0.0303, 0.0101, 0.06061, 1.25, 0.01, 0.5778, 1.579, 7.754, 5.961, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.614, 2.614, 0.2238, 3.0, 4.0, 2.0, 0.61, 0.99, 0.39, 0.0, 0.0, 0.01, 0.125, 0.75, 0.3438, 0.25, 0.56, 0.6786, 1.0, 0.1357, 2.072, 5.169, 2.5, 2.0, 1.569, 0.06333, 0.0625, 0.03791, 0.1242, 0.1242, 0.1242, 0.2083, 0.2083, 0.1296, 0.1296, 0.125, 0.125, 0.0316, 0.0316, 0.0, 0.0, 22.0, 22.0, 46.0, 51.0, 1.109, 0.03443, 0.03443, 1.0, 0.06885, 0.008226, 9.273, 0.1818, 120.0, 120.0, 0.0, 19.12, 5.229, 0.2861, 0.1814, 0.1814, 0.05246, 0.05246, 0.03125, 0.3229, 0.1675, 0.05213, 0.08, 0.0, 22.0, 22.0, 46.0, 51.0, 1.109, 0.03443, 0.03443, 1.0, 0.06885, 0.008226, 9.273, 0.1818
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run6\run6_epoch3500_19.mid",32.0, 12.0, 1.0, 0.0, 34.0, 0.0, 0.35, 0.65, 2.0, 3.0, 74.0, 5.94, 80.0, 11.0, 0.13, 0.15, 0.5385, 0.9333, 9.0, 3.0, 7.504, 3.553, 3.18, -0.2639, -0.05066, -0.283, 5.765, 4.882, 5.154, 0.0, 83.0, 11.0, 77.0, 5.0, 2.0, 4.323, 5.0, 1.0, 0.1818, 0.8889, 0.4848, 0.1111, 0.09091, 0.2727, 0.2525, 0.08081, 0.0303, 0.0404, 0.09091, 0.07071, 0.0101, 0.0404, 1.778, 0.03, 0.5341, 1.833, 8.854, 5.372, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.84, 2.84, 0.2216, 2.0, 3.0, 2.0, 0.72, 1.0, 0.28, 0.0, 0.0, 0.0, 0.125, 0.5, 0.3063, 0.25, 0.61, 0.459, 1.0, 0.1273, 1.325, 5.213, 2.326, 1.0, 2.179, 0.05604, 0.04167, 0.04195, 0.1509, 0.1509, 0.1509, 0.2083, 0.2083, 0.1424, 0.1424, 0.125, 0.125, 0.03294, 0.03294, 0.0, 0.0, 28.0, 23.0, 41.0, 47.0, 1.146, 0.03609, 0.03308, 1.091, 0.06917, 0.008028, 14.04, 0.2609, 120.0, 120.0, 0.0, 17.6, 5.68, 0.4916, 0.1658, 0.1658, 0.05252, 0.05252, 0.03125, 0.2604, 0.1495, 0.04835, 0.13, 0.0, 28.0, 23.0, 41.0, 47.0, 1.146, 0.03609, 0.03308, 1.091, 0.06917, 0.008028, 14.04, 0.2609
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run6\run6_epoch3500_2.mid",25.0, 12.0, 2.0, 0.0, 30.0, 0.01, 0.56, 0.43, 2.0, 4.0, 71.0, 5.28, 71.0, 11.0, 0.1, 0.12, 0.9, 0.9167, 1.0, 9.0, 5.722, 3.679, 3.518, -0.4404, 0.2283, 0.4435, 6.505, 4.894, 5.003, 0.0, 56.0, 8.0, 62.0, 2.0, 1.0, 3.576, 4.0, 1.0, 0.2323, 0.913, 0.3838, 0.07071, 0.2323, 0.4444, 0.2121, 0.0303, 0.05051, 0.06061, 0.08081, 0.0202, 0.0101, 0.0202, 1.333, 0.01, 0.5326, 1.804, 6.902, 5.941, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.82, 2.82, 0.3737, 2.0, 3.0, 2.0, 0.65, 1.0, 0.35, 0.0, 0.0, 0.0, 0.125, 0.5, 0.3275, 0.25, 0.57, 0.614, 1.0, 0.1315, 1.768, 4.762, 2.174, 2.0, 1.48, 0.06417, 0.0625, 0.03811, 0.1081, 0.1081, 0.1081, 0.1875, 0.1875, 0.1369, 0.1369, 0.125, 0.125, 0.02911, 0.02911, 0.0, 0.0, 28.0, 28.0, 41.0, 43.0, 1.049, 0.03485, 0.03485, 1.0, 0.0697, 0.007912, 11.89, 0.1786, 120.0, 120.0, 0.0, 17.73, 5.64, 0.5184, 0.1673, 0.1673, 0.0467, 0.0467, 0.01042, 0.2812, 0.1581, 0.04506, 0.1, 0.0, 28.0, 28.0, 41.0, 43.0, 1.049, 0.03485, 0.03485, 1.0, 0.0697, 0.007912, 11.89, 0.1786
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run6\run6_epoch3500_20.mid",28.0, 12.0, 1.0, 0.0, 32.0, 0.13, 0.64, 0.23, 2.0, 3.0, 66.0, 5.13, 70.0, 3.0, 0.1, 0.14, 0.8, 0.9286, 3.0, 2.0, 7.604, 3.642, 3.512, -0.9587, 0.9308, -0.8286, 5.853, 4.801, 4.937, 0.0, 63.0, 3.0, 67.0, 7.0, 2.0, 4.101, 5.0, 1.0, 0.1616, 1.0, 0.4949, 0.1111, 0.1414, 0.303, 0.2424, 0.09091, 0.0404, 0.0404, 0.05051, 0.08081, 0.0202, 0.0202, 2.0, 0.03, 0.5, 1.66, 7.604, 5.489, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 3.006, 3.006, 1.436, 2.0, 3.0, 3.0, 0.78, 1.0, 0.22, 0.0, 0.0, 0.0, 0.125, 0.5, 0.285, 0.25, 0.62, 0.3548, 1.0, 0.1232, 0.8523, 5.776, 2.041, 1.0, 1.744, 0.05583, 0.0625, 0.03744, 0.1597, 0.1597, 0.1597, 0.2083, 0.2083, 0.1382, 0.1382, 0.125, 0.125, 0.03044, 0.03044, 0.0, 0.0, 28.0, 36.0, 41.0, 43.0, 1.049, 0.03239, 0.02817, 1.15, 0.06056, 0.007621, 14.56, 0.1944, 120.0, 120.0, 0.0, 16.64, 6.011, 0.6564, 0.1564, 0.1564, 0.05375, 0.05375, 0.01042, 0.2396, 0.1398, 0.05008, 0.21, 0.0, 28.0, 36.0, 41.0, 43.0, 1.049, 0.03239, 0.02817, 1.15, 0.06056, 0.007621, 14.56, 0.1944
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run6\run6_epoch3500_21.mid",31.0, 12.0, 0.0, 0.0, 35.0, 0.01, 0.55, 0.44, 3.0, 3.0, 72.0, 5.3, 80.0, 8.0, 0.08, 0.15, 0.875, 0.7333, 12.0, 4.0, 8.525, 3.448, 3.288, 0.09149, 0.261, -0.3102, 5.147, 5.022, 5.223, 0.0, 61.0, 1.0, 69.0, 9.0, 2.0, 4.586, 6.0, 1.0, 0.1414, 1.0, 0.4646, 0.09091, 0.1111, 0.2525, 0.2323, 0.101, 0.08081, 0.05051, 0.06061, 0.07071, 0.0202, 0.0404, 1.556, 0.01, 0.5444, 1.731, 8.538, 6.326, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.738, 2.738, 0.374, 3.0, 4.0, 2.0, 0.66, 0.99, 0.34, 0.0, 0.0, 0.01, 0.125, 0.75, 0.3225, 0.25, 0.54, 0.6111, 1.0, 0.1412, 1.54, 5.411, 1.923, 1.0, 1.453, 0.05729, 0.0625, 0.03703, 0.1426, 0.1426, 0.1426, 0.1875, 0.1875, 0.1434, 0.1434, 0.1458, 0.1458, 0.02842, 0.02842, 0.0, 0.0, 24.0, 21.0, 41.0, 43.0, 1.049, 0.03681, 0.03221, 1.143, 0.06902, 0.007969, 12.19, 0.1905, 120.0, 120.0, 0.0, 18.26, 5.476, 0.4935, 0.1728, 0.1728, 0.0569, 0.0569, 0.04167, 0.3646, 0.1566, 0.05578, 0.14, 0.0, 24.0, 21.0, 41.0, 43.0, 1.049, 0.03681, 0.03221, 1.143, 0.06902, 0.007969, 12.19, 0.1905
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run6\run6_epoch3500_22.mid",32.0, 12.0, 0.0, 0.0, 37.0, 0.3, 0.66, 0.04, 2.0, 3.0, 58.0, 5.18, 54.0, 1.0, 0.07, 0.13, 1.0, 0.9231, 3.0, 5.0, 8.211, 3.655, 3.298, -0.4311, -0.673, -0.6367, 5.864, 4.818, 5.119, 0.0, 65.0, 5.0, 50.0, 2.0, 1.0, 4.374, 5.0, 3.0, 0.1515, 0.8, 0.4949, 0.1111, 0.1515, 0.2626, 0.202, 0.1111, 0.0303, 0.08081, 0.09091, 0.08081, 0.0202, 0.0101, 0.6667, 0.0, 0.5455, 1.692, 8.25, 5.673, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.686, 2.686, 0.4287, 3.0, 4.0, 2.0, 0.66, 0.99, 0.34, 0.0, 0.0, 0.01, 0.125, 0.75, 0.33, 0.25, 0.6, 0.55, 1.0, 0.1336, 1.797, 5.512, 2.174, 1.0, 1.842, 0.06438, 0.0625, 0.03747, 0.1365, 0.1365, 0.1365, 0.1875, 0.1875, 0.1417, 0.1417, 0.125, 0.125, 0.0267, 0.0267, 0.0, 0.0, 25.0, 15.0, 43.0, 46.0, 1.07, 0.04279, 0.02853, 1.5, 0.07132, 0.007836, 7.467, 0.2, 120.0, 120.0, 0.0, 18.61, 5.372, 0.7061, 0.1762, 0.1762, 0.05311, 0.05311, 0.04167, 0.3438, 0.1607, 0.05119, 0.1, 0.0, 25.0, 15.0, 43.0, 46.0, 1.07, 0.04279, 0.02853, 1.5, 0.07132, 0.007836, 7.467, 0.2
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run6\run6_epoch3500_23.mid",29.0, 12.0, 0.0, 0.0, 34.0, 0.0, 0.18, 0.82, 2.0, 4.0, 78.0, 5.28, 82.0, 2.0, 0.08, 0.12, 1.0, 1.0, 2.0, 8.0, 7.829, 3.69, 3.59, -0.5365, 0.2276, 0.234, 6.454, 4.815, 4.839, 0.0, 82.0, 10.0, 76.0, 4.0, 1.0, 4.343, 5.0, 1.0, 0.2222, 0.6364, 0.4141, 0.101, 0.2222, 0.3636, 0.2121, 0.0303, 0.07071, 0.0303, 0.06061, 0.0303, 0.0202, 0.08081, 0.9091, 0.04, 0.5169, 1.712, 8.173, 5.455, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.993, 2.993, 1.392, 3.0, 4.0, 3.0, 0.68, 0.99, 0.32, 0.0, 0.0, 0.01, 0.125, 0.75, 0.3063, 0.25, 0.47, 0.6596, 1.0, 0.149, 1.132, 5.39, 1.754, 1.0, 0.9118, 0.05583, 0.04167, 0.04123, 0.1596, 0.1596, 0.1596, 0.1875, 0.1875, 0.1289, 0.1289, 0.125, 0.125, 0.02548, 0.02548, 0.0, 0.0, 28.0, 24.0, 41.0, 43.0, 1.049, 0.03478, 0.03043, 1.143, 0.06522, 0.007834, 7.25, 0.1667, 120.0, 120.0, 0.0, 16.71, 5.985, 0.8631, 0.1574, 0.1574, 0.05877, 0.05877, 0.01042, 0.3125, 0.1404, 0.05802, 0.22, 0.0, 28.0, 24.0, 41.0, 43.0, 1.049, 0.03478, 0.03043, 1.143, 0.06522, 0.007834, 7.25, 0.1667
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run6\run6_epoch3500_24.mid",28.0, 12.0, 2.0, 0.0, 31.0, 0.04, 0.54, 0.42, 1.0, 4.0, 68.0, 4.57, 74.0, 3.0, 0.09, 0.16, 1.0, 1.0, 1.0, 1.0, 7.628, 3.22, 3.483, -0.9242, 0.531, 0.8527, 5.31, 5.465, 4.975, 0.0, 63.0, 3.0, 54.0, 6.0, 1.0, 5.202, 5.0, 2.0, 0.1616, 0.75, 0.4343, 0.09091, 0.1616, 0.2424, 0.1717, 0.08081, 0.05051, 0.09091, 0.1414, 0.0404, 0.0202, 0.07071, 2.4, 0.02, 0.5111, 1.552, 8.81, 5.64, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.787, 2.787, 0.2431, 2.0, 3.0, 3.0, 0.74, 1.0, 0.26, 0.0, 0.0, 0.0, 0.125, 0.5, 0.2938, 0.25, 0.57, 0.4561, 1.0, 0.131, 1.002, 5.317, 2.222, 2.0, 1.782, 0.05667, 0.04167, 0.0385, 0.1649, 0.1649, 0.1649, 0.1875, 0.1875, 0.1372, 0.1372, 0.125, 0.125, 0.02941, 0.02941, 0.0, 0.0, 28.0, 28.0, 41.0, 43.0, 1.049, 0.03549, 0.03395, 1.045, 0.06944, 0.008155, 4.679, 0.25, 120.0, 120.0, 0.0, 17.94, 5.575, 0.5468, 0.1694, 0.1694, 0.05897, 0.05897, 0.0, 0.2917, 0.1498, 0.0546, 0.19, 0.0, 28.0, 28.0, 41.0, 43.0, 1.049, 0.03549, 0.03395, 1.045, 0.06944, 0.008155, 4.679, 0.25
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run6\run6_epoch3500_25.mid",28.0, 12.0, 2.0, 0.0, 28.0, 0.05, 0.69, 0.26, 2.0, 3.0, 67.0, 5.2, 73.0, 1.0, 0.11, 0.14, 0.8182, 0.7143, 1.0, 9.0, 6.864, 3.72, 3.409, -0.7692, 0.1613, -0.3872, 5.611, 4.752, 5.015, 0.0, 69.0, 9.0, 73.0, 1.0, 1.0, 4.667, 4.0, 1.0, 0.1717, 0.9412, 0.4242, 0.07071, 0.1717, 0.3333, 0.1919, 0.09091, 0.0404, 0.05051, 0.08081, 0.08081, 0.0202, 0.0404, 2.8, 0.01, 0.5326, 1.736, 8.623, 5.5, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.812, 2.812, 0.2658, 2.0, 3.0, 3.0, 0.65, 1.0, 0.35, 0.0, 0.0, 0.0, 0.125, 0.5, 0.3187, 0.25, 0.5, 0.7, 1.0, 0.1403, 1.47, 4.755, 1.961, 1.0, 1.442, 0.05958, 0.0625, 0.03906, 0.1459, 0.1459, 0.1459, 0.1875, 0.1875, 0.1331, 0.1331, 0.125, 0.125, 0.03043, 0.03043, 0.0, 0.0, 25.0, 22.0, 51.0, 42.0, 1.214, 0.03976, 0.03211, 1.238, 0.07187, 0.00802, 7.455, 0.09091, 120.0, 120.0, 0.0, 17.78, 5.624, 0.4918, 0.168, 0.168, 0.05188, 0.05188, 0.03125, 0.25, 0.1519, 0.0506, 0.19, 0.0, 25.0, 22.0, 51.0, 42.0, 1.214, 0.03976, 0.03211, 1.238, 0.07187, 0.00802, 7.455, 0.09091
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run6\run6_epoch3500_26.mid",31.0, 12.0, 0.0, 0.0, 35.0, 0.05, 0.6, 0.35, 3.0, 4.0, 68.0, 5.56, 69.0, 9.0, 0.08, 0.11, 1.0, 0.9091, 6.0, 6.0, 7.772, 3.453, 3.562, -0.6021, 0.4865, 0.1685, 5.67, 5.033, 4.971, 0.0, 74.0, 2.0, 60.0, 0.0, 1.0, 4.707, 4.0, 1.0, 0.1515, 0.8667, 0.4545, 0.08081, 0.1515, 0.2828, 0.2323, 0.07071, 0.06061, 0.0404, 0.101, 0.0303, 0.05051, 0.05051, 1.3, 0.04, 0.5495, 1.625, 8.232, 6.125, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.671, 2.671, 0.2378, 2.0, 3.0, 2.0, 0.66, 1.0, 0.34, 0.0, 0.0, 0.0, 0.125, 0.5, 0.3262, 0.25, 0.59, 0.5763, 1.0, 0.1292, 1.77, 4.805, 2.439, 2.0, 1.803, 0.06479, 0.0625, 0.03625, 0.1324, 0.1324, 0.1324, 0.2083, 0.2083, 0.1493, 0.1493, 0.1458, 0.1458, 0.03446, 0.03446, 0.0, 0.0, 29.0, 29.0, 41.0, 43.0, 1.049, 0.03543, 0.03382, 1.048, 0.06924, 0.007956, 6.69, 0.2069, 120.0, 120.0, 0.0, 18.72, 5.342, 0.4388, 0.1771, 0.1771, 0.0548, 0.0548, 0.01042, 0.3021, 0.1624, 0.05195, 0.07, 0.0, 29.0, 29.0, 41.0, 43.0, 1.049, 0.03543, 0.03382, 1.048, 0.06924, 0.007956, 6.69, 0.2069
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run6\run6_epoch3500_27.mid",27.0, 12.0, 2.0, 0.0, 30.0, 0.0, 0.23, 0.77, 4.0, 3.0, 76.0, 6.18, 81.0, 9.0, 0.14, 0.15, 0.7143, 0.6667, 2.0, 3.0, 6.47, 3.334, 3.252, -0.9181, -0.7377, 0.09225, 7.03, 5.167, 5.114, 0.0, 72.0, 0.0, 76.0, 4.0, 3.0, 3.657, 4.0, 2.0, 0.202, 0.95, 0.4747, 0.1212, 0.1919, 0.3333, 0.2525, 0.0303, 0.08081, 0.0202, 0.07071, 0.06061, 0.0202, 0.0101, 4.0, 0.03, 0.5517, 1.74, 7.1, 4.698, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 3.206, 3.206, 0.4677, 2.0, 3.0, 3.0, 0.77, 1.0, 0.23, 0.0, 0.0, 0.0, 0.125, 0.5, 0.2812, 0.25, 0.56, 0.4107, 1.0, 0.1298, 0.7223, 5.56, 2.128, 2.0, 1.555, 0.055, 0.0625, 0.03934, 0.1516, 0.1516, 0.1516, 0.1875, 0.1875, 0.1333, 0.1333, 0.125, 0.125, 0.03287, 0.03287, 0.0, 0.0, 26.0, 26.0, 41.0, 44.0, 1.073, 0.03485, 0.03217, 1.083, 0.06702, 0.007938, 7.615, 0.1923, 120.0, 120.0, 0.0, 15.59, 6.413, 3.308, 0.1461, 0.1461, 0.05356, 0.05356, 0.01042, 0.2187, 0.1323, 0.0536, 0.29, 0.0, 26.0, 26.0, 41.0, 44.0, 1.073, 0.03485, 0.03217, 1.083, 0.06702, 0.007938, 7.615, 0.1923
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run6\run6_epoch3500_28.mid",29.0, 12.0, 2.0, 0.0, 36.0, 0.01, 0.26, 0.73, 4.0, 3.0, 75.0, 6.03, 82.0, 1.0, 0.11, 0.13, 0.8182, 1.0, 2.0, 9.0, 8.829, 3.583, 3.139, -1.145, -0.8122, -0.258, 5.899, 4.814, 5.093, 0.0, 81.0, 9.0, 58.0, 10.0, 3.0, 4.596, 6.0, 2.0, 0.1414, 0.9286, 0.4949, 0.101, 0.1313, 0.2424, 0.2525, 0.07071, 0.09091, 0.0404, 0.09091, 0.05051, 0.0303, 0.0303, 1.273, 0.03, 0.5393, 1.712, 8.673, 5.571, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.83, 2.83, 0.3974, 3.0, 4.0, 2.0, 0.71, 0.99, 0.29, 0.0, 0.0, 0.01, 0.125, 0.75, 0.3113, 0.25, 0.6, 0.4667, 1.0, 0.1347, 1.364, 5.917, 2.0, 1.0, 1.69, 0.05958, 0.0625, 0.03651, 0.138, 0.138, 0.138, 0.2292, 0.2292, 0.1445, 0.1445, 0.125, 0.125, 0.03987, 0.03987, 0.0, 0.0, 27.0, 27.0, 44.0, 41.0, 1.073, 0.03555, 0.034, 1.045, 0.06955, 0.007867, 11.67, 0.2222, 120.0, 120.0, 0.0, 17.67, 5.66, 0.808, 0.1669, 0.1669, 0.05367, 0.05367, 0.01042, 0.3333, 0.1523, 0.05171, 0.13, 0.0, 27.0, 27.0, 44.0, 41.0, 1.073, 0.03555, 0.034, 1.045, 0.06955, 0.007867, 11.67, 0.2222
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run6\run6_epoch3500_29.mid",30.0, 12.0, 2.0, 0.0, 32.0, 0.0, 0.3, 0.7, 3.0, 2.0, 75.0, 5.06, 78.0, 6.0, 0.11, 0.15, 0.9091, 0.9333, 4.0, 4.0, 7.279, 3.417, 3.448, -0.7171, 0.05268, -0.1566, 5.985, 5.151, 5.122, 0.0, 59.0, 11.0, 64.0, 4.0, 1.0, 3.525, 4.0, 1.0, 0.2626, 0.5385, 0.404, 0.09091, 0.2626, 0.404, 0.202, 0.06061, 0.07071, 0.05051, 0.06061, 0.0303, 0.0202, 0.0101, 1.857, 0.03, 0.5222, 1.731, 6.558, 5.352, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.938, 2.938, 0.8845, 2.0, 3.0, 3.0, 0.67, 1.0, 0.33, 0.0, 0.0, 0.0, 0.125, 0.5, 0.31, 0.25, 0.49, 0.6735, 1.0, 0.1416, 1.272, 4.823, 2.128, 2.0, 1.244, 0.05542, 0.0625, 0.04052, 0.1261, 0.1261, 0.1261, 0.2083, 0.2083, 0.1302, 0.1302, 0.125, 0.125, 0.03651, 0.03651, 0.0, 0.0, 29.0, 22.0, 43.0, 41.0, 1.049, 0.03687, 0.0354, 1.042, 0.07227, 0.007954, 9.727, 0.3636, 120.0, 120.0, 0.0, 17.02, 5.875, 0.7947, 0.1606, 0.1606, 0.05374, 0.05374, 0.01042, 0.2604, 0.1487, 0.05522, 0.21, 0.0, 29.0, 22.0, 43.0, 41.0, 1.049, 0.03687, 0.0354, 1.042, 0.07227, 0.007954, 9.727, 0.3636
