,Number_of_Pitches,Number_of_Pitch_Classes,Number_of_Common_Pitches,Number_of_Common_Pitch_Classes,Range,Importance_of_Bass_Register,Importance_of_Middle_Register,Importance_of_High_Register,Dominant_Spread,Strong_Tonal_Centres,Mean_Pitch,Mean_Pitch_Class,Most_Common_Pitch,Most_Common_Pitch_Class,Prevalence_of_Most_Common_Pitch,Prevalence_of_Most_Common_Pitch_Class,Relative_Prevalence_of_Top_Pitches,Relative_Prevalence_of_Top_Pitch_Classes,Interval_Between_Most_Prevalent_Pitches,Interval_Between_Most_Prevalent_Pitch_Classes,Pitch_Variability,Pitch_Class_Variability,Pitch_Class_Variability_After_Folding,Pitch_Skewness,Pitch_Class_Skewness,Pitch_Class_Skewness_After_Folding,Pitch_Kurtosis,Pitch_Class_Kurtosis,Pitch_Class_Kurtosis_After_Folding,Major_or_Minor,First_Pitch,First_Pitch_Class,Last_Pitch,Last_Pitch_Class,Most_Common_Melodic_Interval,Mean_Melodic_Interval,Number_of_Common_Melodic_Intervals,Distance_Between_Most_Prevalent_Melodic_Intervals,Prevalence_of_Most_Common_Melodic_Interval,Relative_Prevalence_of_Most_Common_Melodic_Intervals,Amount_of_Arpeggiation,Repeated_Notes,Chromatic_Motion,Stepwise_Motion,Melodic_Thirds,Melodic_Perfect_Fourths,Melodic_Tritones,Melodic_Perfect_Fifths,Melodic_Sixths,Melodic_Sevenths,Melodic_Octaves,Melodic_Large_Intervals,Minor_Major_Melodic_Third_Ratio,Melodic_Embellishments,Direction_of_Melodic_Motion,Average_Length_of_Melodic_Arcs,Average_Interval_Spanned_by_Melodic_Arcs,Melodic_Pitch_Variety,Simple_Initial_Meter,Compound_Initial_Meter,Complex_Initial_Meter,Duple_Initial_Meter,Triple_Initial_Meter,Quadruple_Initial_Meter,Metrical_Diversity,Total_Number_of_Notes,Note_Density_per_Quarter_Note,Note_Density_per_Quarter_Note_per_Voice,Note_Density_per_Quarter_Note_Variability,Range_of_Rhythmic_Values,Number_of_Different_Rhythmic_Values_Present,Number_of_Common_Rhythmic_Values_Present,Prevalence_of_Very_Short_Rhythmic_Values,Prevalence_of_Short_Rhythmic_Values,Prevalence_of_Medium_Rhythmic_Values,Prevalence_of_Long_Rhythmic_Values,Prevalence_of_Very_Long_Rhythmic_Values,Prevalence_of_Dotted_Notes,Shortest_Rhythmic_Value,Longest_Rhythmic_Value,Mean_Rhythmic_Value,Most_Common_Rhythmic_Value,Prevalence_of_Most_Common_Rhythmic_Value,Relative_Prevalence_of_Most_Common_Rhythmic_Values,Difference_Between_Most_Common_Rhythmic_Values,Rhythmic_Value_Variability,Rhythmic_Value_Skewness,Rhythmic_Value_Kurtosis,Mean_Rhythmic_Value_Run_Length,Median_Rhythmic_Value_Run_Length,Variability_in_Rhythmic_Value_Run_Lengths,Mean_Rhythmic_Value_Offset,Median_Rhythmic_Value_Offset,Variability_of_Rhythmic_Value_Offsets,Complete_Rests_Fraction,Partial_Rests_Fraction,Average_Rest_Fraction_Across_Voices,Longest_Complete_Rest,Longest_Partial_Rest,Mean_Complete_Rest_Duration,Mean_Partial_Rest_Duration,Median_Complete_Rest_Duration,Median_Partial_Rest_Duration,Variability_of_Complete_Rest_Durations,Variability_of_Partial_Rest_Durations,Variability_Across_Voices_of_Combined_Rests,Number_of_Strong_Rhythmic_Pulses_-_Tempo_Standardized,Number_of_Moderate_Rhythmic_Pulses_-_Tempo_Standardized,Number_of_Relatively_Strong_Rhythmic_Pulses_-_Tempo_Standardized,Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Second_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Harmonicity_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Strength_of_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Strength_of_Second_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Combined_Strength_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Rhythmic_Variability_-_Tempo_Standardized,Rhythmic_Looseness_-_Tempo_Standardized,Polyrhythms_-_Tempo_Standardized,Initial_Tempo,Mean_Tempo,Tempo_Variability,Duration_in_Seconds,Note_Density,Note_Density_Variability,Average_Time_Between_Attacks,Average_Time_Between_Attacks_for_Each_Voice,Variability_of_Time_Between_Attacks,Average_Variability_of_Time_Between_Attacks_for_Each_Voice,Minimum_Note_Duration,Maximum_Note_Duration,Average_Note_Duration,Variability_of_Note_Durations,Amount_of_Staccato,Number_of_Strong_Rhythmic_Pulses,Number_of_Moderate_Rhythmic_Pulses,Number_of_Relatively_Strong_Rhythmic_Pulses,Strongest_Rhythmic_Pulse,Second_Strongest_Rhythmic_Pulse,Harmonicity_of_Two_Strongest_Rhythmic_Pulses,Strength_of_Strongest_Rhythmic_Pulse,Strength_of_Second_Strongest_Rhythmic_Pulse,Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses,Combined_Strength_of_Two_Strongest_Rhythmic_Pulses,Rhythmic_Variability,Rhythmic_Looseness,Polyrhythms
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run4\run4_epoch4096_18.mid",14.0, 12.0, 6.0, 0.0, 14.0, 0.0, 0.0, 1.0, 2.0, 5.0, 97.0, 4.19, 98.0, 2.0, 0.17, 0.17, 0.7647, 0.7647, 1.0, 1.0, 3.033, 3.107, 3.674, -0.4451, 0.1835, 0.4654, 6.008, 5.756, 4.816, 0.0, 92.0, 8.0, 98.0, 2.0, 2.0, 1.657, 3.0, 1.0, 0.4949, 0.7143, 0.1515, 0.05051, 0.3535, 0.8485, 0.101, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 0.0, 0.5213, 1.146, 1.89, 3.947, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.612, 2.612, 0.05531, 1.0, 2.0, 2.0, 0.24, 1.0, 0.76, 0.0, 0.0, 0.0, 0.25, 0.5, 0.44, 0.5, 0.76, 0.3158, 1.0, 0.1073, -1.677, 5.704, 2.5, 2.0, 2.242, 0.115, 0.125, 0.01404, 0.02612, 0.02612, 0.02612, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 15.0, 10.0, 40.0, 46.0, 1.15, 0.07668, 0.0639, 1.2, 0.1406, 0.01449, 0.9, 0.2, 120.0, 120.0, 0.0, 19.15, 5.223, 0.1718, 0.1812, 0.1812, 0.01161, 0.01161, 0.1562, 0.2187, 0.1865, 0.008569, 0.0, 0.0, 15.0, 10.0, 40.0, 46.0, 1.15, 0.07668, 0.0639, 1.2, 0.1406, 0.01449, 0.9, 0.2
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run4\run4_epoch4096_19.mid",11.0, 10.0, 6.0, 0.0, 12.0, 0.0, 0.0, 1.0, 2.0, 5.0, 91.0, 7.23, 92.0, 8.0, 0.19, 0.19, 0.9474, 0.9474, 1.0, 1.0, 2.142, 2.339, 3.593, -0.2381, -0.9875, -0.3257, 6.707, 7.581, 4.755, 0.0, 92.0, 8.0, 91.0, 7.0, 2.0, 1.727, 2.0, 1.0, 0.4646, 0.8043, 0.1414, 0.0404, 0.3737, 0.8384, 0.101, 0.0202, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.5053, 1.056, 1.867, 3.927, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.57, 2.57, 0.07499, 1.0, 2.0, 2.0, 0.19, 1.0, 0.81, 0.0, 0.0, 0.0, 0.25, 0.5, 0.4525, 0.5, 0.81, 0.2346, 1.0, 0.09857, -1.446, 6.772, 3.226, 1.0, 3.818, 0.1125, 0.125, 0.01727, 0.02998, 0.02998, 0.02998, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 18.0, 12.0, 152.0, 62.0, 2.452, 0.06, 0.045, 1.333, 0.105, 0.01263, 2.25, 0.3333, 120.0, 120.0, 0.0, 19.46, 5.139, 0.1324, 0.1841, 0.1841, 0.01226, 0.01226, 0.1562, 0.2396, 0.1887, 0.0106, 0.0, 0.0, 18.0, 12.0, 152.0, 62.0, 2.452, 0.06, 0.045, 1.333, 0.105, 0.01263, 2.25, 0.3333
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run4\run4_epoch4096_2.mid",12.0, 12.0, 4.0, 3.0, 11.0, 0.0, 0.0, 1.0, 1.0, 4.0, 95.0, 6.06, 95.0, 11.0, 0.22, 0.22, 0.9545, 0.9545, 1.0, 1.0, 1.861, 4.662, 3.579, 0.1612, -1.892, 0.285, 7.119, 4.385, 4.988, 0.0, 92.0, 8.0, 100.0, 4.0, 2.0, 1.657, 2.0, 1.0, 0.4646, 0.913, 0.1111, 0.0202, 0.4242, 0.8889, 0.09091, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.5155, 1.078, 1.733, 3.595, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.593, 2.593, 0.0688, 1.0, 2.0, 2.0, 0.2, 1.0, 0.8, 0.0, 0.0, 0.0, 0.25, 0.5, 0.45, 0.5, 0.8, 0.25, 1.0, 0.1005, -1.492, 6.512, 3.125, 2.0, 3.386, 0.1127, 0.125, 0.01729, 0.02809, 0.02809, 0.02809, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.0, 10.0, 62.0, 52.0, 1.192, 0.07143, 0.06312, 1.132, 0.1346, 0.01386, 1.1, 0.1, 120.0, 120.0, 0.0, 19.28, 5.186, 0.1397, 0.1824, 0.1824, 0.01156, 0.01156, 0.1562, 0.2187, 0.1874, 0.01062, 0.0, 0.0, 13.0, 10.0, 62.0, 52.0, 1.192, 0.07143, 0.06312, 1.132, 0.1346, 0.01386, 1.1, 0.1
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run4\run4_epoch4096_20.mid",16.0, 12.0, 4.0, 2.0, 15.0, 0.0, 0.0, 1.0, 1.0, 5.0, 103.0, 7.78, 104.0, 8.0, 0.21, 0.22, 1.0, 1.0, 1.0, 1.0, 3.247, 2.36, 3.232, -0.8685, -0.2797, -0.13, 8.269, 7.232, 4.867, 0.0, 93.0, 9.0, 105.0, 9.0, 2.0, 1.758, 3.0, 1.0, 0.4747, 0.766, 0.1616, 0.0202, 0.3636, 0.8384, 0.1414, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 0.0, 0.5258, 1.102, 1.886, 3.888, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.61, 2.61, 0.05432, 1.0, 2.0, 2.0, 0.26, 1.0, 0.74, 0.0, 0.0, 0.0, 0.25, 0.5, 0.435, 0.5, 0.74, 0.3514, 1.0, 0.1102, -1.769, 5.405, 2.5, 1.0, 2.287, 0.1125, 0.125, 0.01777, 0.02773, 0.02773, 0.02773, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 15.0, 11.0, 40.0, 46.0, 1.15, 0.06119, 0.05314, 1.152, 0.1143, 0.01262, 1.636, 0.2727, 120.0, 120.0, 0.0, 19.16, 5.22, 0.174, 0.1812, 0.1812, 0.01304, 0.01304, 0.1458, 0.2187, 0.1862, 0.01081, 0.0, 0.0, 15.0, 11.0, 40.0, 46.0, 1.15, 0.06119, 0.05314, 1.152, 0.1143, 0.01262, 1.636, 0.2727
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run4\run4_epoch4096_21.mid",12.0, 12.0, 6.0, 0.0, 11.0, 0.0, 0.0, 1.0, 2.0, 5.0, 95.0, 5.84, 95.0, 11.0, 0.18, 0.18, 0.9444, 0.9444, 1.0, 11.0, 2.249, 4.376, 3.4, 0.1601, -1.481, -0.2118, 5.938, 4.451, 4.997, 0.0, 92.0, 8.0, 96.0, 0.0, 2.0, 1.657, 3.0, 1.0, 0.4444, 0.8864, 0.1616, 0.0404, 0.3939, 0.8384, 0.1212, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.0, 0.0, 0.5158, 1.056, 1.789, 3.877, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.578, 2.578, 0.06571, 1.0, 2.0, 2.0, 0.16, 1.0, 0.84, 0.0, 0.0, 0.0, 0.25, 0.5, 0.46, 0.5, 0.84, 0.1905, 1.0, 0.09211, -1.303, 7.764, 3.846, 1.0, 6.031, 0.1133, 0.125, 0.01833, 0.02685, 0.02685, 0.02685, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 17.0, 15.0, 51.0, 44.0, 1.159, 0.07309, 0.07143, 1.023, 0.1445, 0.01384, 1.867, 0.4667, 120.0, 120.0, 0.0, 19.4, 5.156, 0.1099, 0.1837, 0.1837, 0.01213, 0.01213, 0.1562, 0.2396, 0.1888, 0.01081, 0.0, 0.0, 17.0, 15.0, 51.0, 44.0, 1.159, 0.07309, 0.07143, 1.023, 0.1445, 0.01384, 1.867, 0.4667
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run4\run4_epoch4096_22.mid",14.0, 12.0, 5.0, 0.0, 14.0, 0.0, 0.0, 1.0, 1.0, 5.0, 91.0, 7.04, 93.0, 9.0, 0.18, 0.18, 0.8889, 0.8889, 1.0, 1.0, 3.098, 3.11, 3.24, -0.6972, -0.9259, 0.4445, 6.11, 5.728, 4.918, 0.0, 92.0, 8.0, 90.0, 6.0, 2.0, 1.616, 2.0, 1.0, 0.5455, 0.5741, 0.1414, 0.07071, 0.3131, 0.8586, 0.07071, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5217, 1.15, 1.9, 4.012, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.622, 2.622, 0.1122, 1.0, 2.0, 2.0, 0.22, 1.0, 0.78, 0.0, 0.0, 0.0, 0.25, 0.5, 0.445, 0.5, 0.78, 0.2821, 1.0, 0.1041, -1.585, 6.067, 2.941, 1.0, 3.749, 0.1158, 0.125, 0.0146, 0.02567, 0.02567, 0.02567, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 16.0, 9.0, 45.0, 40.0, 1.125, 0.07018, 0.06539, 1.073, 0.1356, 0.01482, 0.8889, 0.1111, 120.0, 120.0, 0.0, 19.07, 5.243, 0.004869, 0.1805, 0.1805, 0.01007, 0.01007, 0.1562, 0.2083, 0.1858, 0.008469, 0.0, 0.0, 16.0, 9.0, 45.0, 40.0, 1.125, 0.07018, 0.06539, 1.073, 0.1356, 0.01482, 0.8889, 0.1111
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run4\run4_epoch4096_23.mid",25.0, 12.0, 0.0, 0.0, 25.0, 0.0, 0.05, 0.95, 2.0, 3.0, 82.0, 5.47, 78.0, 6.0, 0.08, 0.11, 0.75, 0.9091, 2.0, 2.0, 6.509, 3.353, 3.355, 0.06913, -0.4742, 0.2593, 5.171, 5.057, 5.062, 0.0, 92.0, 8.0, 75.0, 3.0, 2.0, 1.727, 2.0, 1.0, 0.5556, 0.6182, 0.09091, 0.0202, 0.3434, 0.899, 0.07071, 0.0101, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 0.0, 0.4948, 1.032, 1.787, 3.733, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.597, 2.597, 0.1448, 1.0, 2.0, 2.0, 0.17, 1.0, 0.83, 0.0, 0.0, 0.0, 0.25, 0.5, 0.4575, 0.5, 0.83, 0.2048, 1.0, 0.09438, -1.351, 7.392, 3.448, 1.0, 4.273, 0.1146, 0.125, 0.01764, 0.02273, 0.02273, 0.02273, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 14.0, 11.0, 40.0, 52.0, 1.3, 0.0816, 0.064, 1.275, 0.1456, 0.01536, 1.545, 0.2727, 120.0, 120.0, 0.0, 19.25, 5.195, 0.2014, 0.1819, 0.1819, 0.01221, 0.01221, 0.1562, 0.2396, 0.1881, 0.01024, 0.0, 0.0, 14.0, 11.0, 40.0, 52.0, 1.3, 0.0816, 0.064, 1.275, 0.1456, 0.01536, 1.545, 0.2727
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run4\run4_epoch4096_24.mid",17.0, 12.0, 5.0, 0.0, 16.0, 0.0, 0.0, 1.0, 5.0, 2.0, 89.0, 5.91, 89.0, 5.0, 0.12, 0.12, 0.9167, 0.9167, 1.0, 1.0, 3.902, 3.429, 3.633, -0.6227, -0.07874, 0.4046, 5.445, 5.13, 4.926, 0.0, 92.0, 8.0, 86.0, 2.0, 2.0, 1.657, 2.0, 1.0, 0.5152, 0.7059, 0.1212, 0.0404, 0.3636, 0.8788, 0.08081, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.4842, 1.056, 1.778, 3.481, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.61, 2.61, 0.12, 1.0, 2.0, 2.0, 0.15, 1.0, 0.85, 0.0, 0.0, 0.0, 0.25, 0.5, 0.4625, 0.5, 0.85, 0.1765, 1.0, 0.08972, -1.254, 8.187, 3.846, 1.0, 4.268, 0.1152, 0.125, 0.01763, 0.01849, 0.01849, 0.01849, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 10.0, 40.0, 52.0, 1.3, 0.08439, 0.06529, 1.293, 0.1497, 0.01621, 1.0, 0.2, 120.0, 120.0, 0.0, 19.16, 5.22, 0.174, 0.1812, 0.1812, 0.01092, 0.01092, 0.1562, 0.2292, 0.188, 0.01008, 0.0, 0.0, 12.0, 10.0, 40.0, 52.0, 1.3, 0.08439, 0.06529, 1.293, 0.1497, 0.01621, 1.0, 0.2
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run4\run4_epoch4096_25.mid",13.0, 12.0, 6.0, 0.0, 13.0, 0.0, 0.0, 1.0, 2.0, 5.0, 98.0, 3.8, 98.0, 2.0, 0.16, 0.16, 0.9375, 0.9375, 1.0, 1.0, 2.552, 2.971, 3.497, 0.1411, 0.8077, 0.4117, 6.452, 6.472, 4.977, 0.0, 92.0, 8.0, 99.0, 3.0, 1.0, 1.525, 2.0, 1.0, 0.4343, 0.9302, 0.1616, 0.07071, 0.4343, 0.8384, 0.09091, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 0.0, 0.5217, 1.095, 1.726, 3.308, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.589, 2.589, 0.07623, 1.0, 2.0, 2.0, 0.22, 1.0, 0.78, 0.0, 0.0, 0.0, 0.25, 0.5, 0.445, 0.5, 0.78, 0.2821, 1.0, 0.1041, -1.585, 6.067, 2.941, 1.0, 3.516, 0.1123, 0.125, 0.01749, 0.02427, 0.02427, 0.02427, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 16.0, 11.0, 40.0, 52.0, 1.3, 0.06785, 0.05977, 1.135, 0.1276, 0.0137, 1.182, 0.1818, 120.0, 120.0, 0.0, 19.31, 5.178, 0.2253, 0.1828, 0.1828, 0.0139, 0.0139, 0.1562, 0.2292, 0.1884, 0.01079, 0.0, 0.0, 16.0, 11.0, 40.0, 52.0, 1.3, 0.06785, 0.05977, 1.135, 0.1276, 0.0137, 1.182, 0.1818
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run4\run4_epoch4096_26.mid",9.0, 9.0, 5.0, 2.0, 9.0, 0.0, 0.0, 1.0, 1.0, 5.0, 92.0, 7.93, 92.0, 8.0, 0.24, 0.24, 0.875, 0.875, 1.0, 1.0, 1.8, 2.337, 3.388, 0.8831, -0.08987, -0.3631, 6.218, 9.8, 4.855, 0.0, 92.0, 8.0, 93.0, 9.0, 2.0, 1.727, 2.0, 1.0, 0.5152, 0.7059, 0.1212, 0.0202, 0.3636, 0.8788, 0.101, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.333, 0.0, 0.5052, 1.054, 1.815, 3.855, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.565, 2.565, 0.06038, 1.0, 2.0, 2.0, 0.19, 1.0, 0.81, 0.0, 0.0, 0.0, 0.25, 0.5, 0.4525, 0.5, 0.81, 0.2346, 1.0, 0.09857, -1.446, 6.772, 3.704, 1.0, 5.876, 0.1115, 0.125, 0.01685, 0.03207, 0.03207, 0.03207, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.0, 16.0, 51.0, 43.0, 1.186, 0.06061, 0.05387, 1.125, 0.1145, 0.0121, 1.938, 0.375, 120.0, 120.0, 0.0, 19.49, 5.131, 0.1221, 0.1841, 0.1841, 0.01207, 0.01207, 0.1562, 0.2187, 0.1886, 0.01077, 0.0, 0.0, 22.0, 16.0, 51.0, 43.0, 1.186, 0.06061, 0.05387, 1.125, 0.1145, 0.0121, 1.938, 0.375
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run4\run4_epoch4096_27.mid",13.0, 12.0, 7.0, 0.0, 12.0, 0.0, 0.0, 1.0, 4.0, 5.0, 94.0, 5.48, 95.0, 0.0, 0.14, 0.14, 1.0, 1.0, 1.0, 11.0, 2.974, 3.981, 3.276, -0.9683, -0.3919, -0.1099, 5.284, 4.688, 5.146, 0.0, 92.0, 8.0, 91.0, 7.0, 2.0, 1.545, 2.0, 1.0, 0.4848, 0.7917, 0.1313, 0.07071, 0.3838, 0.8687, 0.06061, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 0.0, 0.5109, 1.07, 1.744, 3.819, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.604, 2.604, 0.06218, 1.0, 2.0, 2.0, 0.18, 1.0, 0.82, 0.0, 0.0, 0.0, 0.25, 0.5, 0.455, 0.5, 0.82, 0.2195, 1.0, 0.09653, -1.399, 7.064, 3.448, 2.0, 3.112, 0.115, 0.125, 0.01552, 0.02008, 0.02008, 0.02008, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 14.0, 10.0, 40.0, 46.0, 1.15, 0.08833, 0.0694, 1.273, 0.1577, 0.01559, 1.1, 0.2, 120.0, 120.0, 0.0, 19.2, 5.209, 0.1845, 0.1813, 0.1813, 0.01226, 0.01226, 0.1562, 0.2187, 0.1881, 0.009225, 0.0, 0.0, 14.0, 10.0, 40.0, 46.0, 1.15, 0.08833, 0.0694, 1.273, 0.1577, 0.01559, 1.1, 0.2
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run4\run4_epoch4096_28.mid",14.0, 12.0, 6.0, 0.0, 14.0, 0.0, 0.0, 1.0, 2.0, 5.0, 97.0, 4.14, 98.0, 2.0, 0.18, 0.18, 0.8333, 0.8333, 1.0, 1.0, 2.525, 3.559, 3.297, -0.5941, 0.9609, 0.3093, 6.519, 5.657, 5.072, 0.0, 92.0, 8.0, 102.0, 6.0, 1.0, 1.697, 3.0, 1.0, 0.3636, 1.0, 0.2727, 0.08081, 0.3636, 0.7273, 0.1919, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.333, 0.0, 0.5495, 1.197, 2.066, 4.026, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.586, 2.586, 0.06271, 1.0, 2.0, 2.0, 0.26, 1.0, 0.74, 0.0, 0.0, 0.0, 0.25, 0.5, 0.435, 0.5, 0.74, 0.3514, 1.0, 0.1102, -1.769, 5.405, 2.778, 1.0, 2.542, 0.1115, 0.125, 0.01711, 0.03071, 0.03071, 0.03071, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 15.0, 11.0, 40.0, 45.0, 1.125, 0.06645, 0.06159, 1.079, 0.128, 0.01373, 1.091, 0.2727, 120.0, 120.0, 0.0, 19.33, 5.172, 0.09625, 0.1831, 0.1831, 0.01459, 0.01459, 0.1562, 0.2292, 0.1874, 0.01093, 0.0, 0.0, 15.0, 11.0, 40.0, 45.0, 1.125, 0.06645, 0.06159, 1.079, 0.128, 0.01373, 1.091, 0.2727
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run4\run4_epoch4096_29.mid",12.0, 12.0, 5.0, 0.0, 11.0, 0.0, 0.0, 1.0, 1.0, 5.0, 89.0, 6.18, 92.0, 8.0, 0.18, 0.18, 0.9444, 0.9444, 1.0, 1.0, 2.624, 2.524, 3.518, -0.0686, -0.9746, -0.2559, 6.345, 6.196, 4.922, 0.0, 92.0, 8.0, 85.0, 1.0, 2.0, 1.687, 3.0, 1.0, 0.4545, 0.9111, 0.1212, 0.0202, 0.4141, 0.8687, 0.101, 0.0101, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 0.0, 0.5052, 1.032, 1.755, 3.976, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.596, 2.596, 0.07595, 1.0, 2.0, 2.0, 0.2, 1.0, 0.8, 0.0, 0.0, 0.0, 0.25, 0.5, 0.45, 0.5, 0.8, 0.25, 1.0, 0.1005, -1.492, 6.512, 3.448, 2.0, 3.851, 0.1135, 0.125, 0.01432, 0.02488, 0.02488, 0.02488, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 17.0, 16.0, 40.0, 52.0, 1.3, 0.04739, 0.04739, 1.0, 0.09477, 0.01254, 1.562, 0.25, 120.0, 120.0, 0.0, 19.26, 5.192, 0.1237, 0.1819, 0.1819, 0.01034, 0.01034, 0.1562, 0.2083, 0.1878, 0.009181, 0.0, 0.0, 17.0, 16.0, 40.0, 52.0, 1.3, 0.04739, 0.04739, 1.0, 0.09477, 0.01254, 1.562, 0.25
