,Number_of_Pitches,Number_of_Pitch_Classes,Number_of_Common_Pitches,Number_of_Common_Pitch_Classes,Range,Importance_of_Bass_Register,Importance_of_Middle_Register,Importance_of_High_Register,Dominant_Spread,Strong_Tonal_Centres,Mean_Pitch,Mean_Pitch_Class,Most_Common_Pitch,Most_Common_Pitch_Class,Prevalence_of_Most_Common_Pitch,Prevalence_of_Most_Common_Pitch_Class,Relative_Prevalence_of_Top_Pitches,Relative_Prevalence_of_Top_Pitch_Classes,Interval_Between_Most_Prevalent_Pitches,Interval_Between_Most_Prevalent_Pitch_Classes,Pitch_Variability,Pitch_Class_Variability,Pitch_Class_Variability_After_Folding,Pitch_Skewness,Pitch_Class_Skewness,Pitch_Class_Skewness_After_Folding,Pitch_Kurtosis,Pitch_Class_Kurtosis,Pitch_Class_Kurtosis_After_Folding,Major_or_Minor,First_Pitch,First_Pitch_Class,Last_Pitch,Last_Pitch_Class,Most_Common_Melodic_Interval,Mean_Melodic_Interval,Number_of_Common_Melodic_Intervals,Distance_Between_Most_Prevalent_Melodic_Intervals,Prevalence_of_Most_Common_Melodic_Interval,Relative_Prevalence_of_Most_Common_Melodic_Intervals,Amount_of_Arpeggiation,Repeated_Notes,Chromatic_Motion,Stepwise_Motion,Melodic_Thirds,Melodic_Perfect_Fourths,Melodic_Tritones,Melodic_Perfect_Fifths,Melodic_Sixths,Melodic_Sevenths,Melodic_Octaves,Melodic_Large_Intervals,Minor_Major_Melodic_Third_Ratio,Melodic_Embellishments,Direction_of_Melodic_Motion,Average_Length_of_Melodic_Arcs,Average_Interval_Spanned_by_Melodic_Arcs,Melodic_Pitch_Variety,Simple_Initial_Meter,Compound_Initial_Meter,Complex_Initial_Meter,Duple_Initial_Meter,Triple_Initial_Meter,Quadruple_Initial_Meter,Metrical_Diversity,Total_Number_of_Notes,Note_Density_per_Quarter_Note,Note_Density_per_Quarter_Note_per_Voice,Note_Density_per_Quarter_Note_Variability,Range_of_Rhythmic_Values,Number_of_Different_Rhythmic_Values_Present,Number_of_Common_Rhythmic_Values_Present,Prevalence_of_Very_Short_Rhythmic_Values,Prevalence_of_Short_Rhythmic_Values,Prevalence_of_Medium_Rhythmic_Values,Prevalence_of_Long_Rhythmic_Values,Prevalence_of_Very_Long_Rhythmic_Values,Prevalence_of_Dotted_Notes,Shortest_Rhythmic_Value,Longest_Rhythmic_Value,Mean_Rhythmic_Value,Most_Common_Rhythmic_Value,Prevalence_of_Most_Common_Rhythmic_Value,Relative_Prevalence_of_Most_Common_Rhythmic_Values,Difference_Between_Most_Common_Rhythmic_Values,Rhythmic_Value_Variability,Rhythmic_Value_Skewness,Rhythmic_Value_Kurtosis,Mean_Rhythmic_Value_Run_Length,Median_Rhythmic_Value_Run_Length,Variability_in_Rhythmic_Value_Run_Lengths,Mean_Rhythmic_Value_Offset,Median_Rhythmic_Value_Offset,Variability_of_Rhythmic_Value_Offsets,Complete_Rests_Fraction,Partial_Rests_Fraction,Average_Rest_Fraction_Across_Voices,Longest_Complete_Rest,Longest_Partial_Rest,Mean_Complete_Rest_Duration,Mean_Partial_Rest_Duration,Median_Complete_Rest_Duration,Median_Partial_Rest_Duration,Variability_of_Complete_Rest_Durations,Variability_of_Partial_Rest_Durations,Variability_Across_Voices_of_Combined_Rests,Number_of_Strong_Rhythmic_Pulses_-_Tempo_Standardized,Number_of_Moderate_Rhythmic_Pulses_-_Tempo_Standardized,Number_of_Relatively_Strong_Rhythmic_Pulses_-_Tempo_Standardized,Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Second_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Harmonicity_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Strength_of_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Strength_of_Second_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Combined_Strength_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Rhythmic_Variability_-_Tempo_Standardized,Rhythmic_Looseness_-_Tempo_Standardized,Polyrhythms_-_Tempo_Standardized,Initial_Tempo,Mean_Tempo,Tempo_Variability,Duration_in_Seconds,Note_Density,Note_Density_Variability,Average_Time_Between_Attacks,Average_Time_Between_Attacks_for_Each_Voice,Variability_of_Time_Between_Attacks,Average_Variability_of_Time_Between_Attacks_for_Each_Voice,Minimum_Note_Duration,Maximum_Note_Duration,Average_Note_Duration,Variability_of_Note_Durations,Amount_of_Staccato,Number_of_Strong_Rhythmic_Pulses,Number_of_Moderate_Rhythmic_Pulses,Number_of_Relatively_Strong_Rhythmic_Pulses,Strongest_Rhythmic_Pulse,Second_Strongest_Rhythmic_Pulse,Harmonicity_of_Two_Strongest_Rhythmic_Pulses,Strength_of_Strongest_Rhythmic_Pulse,Strength_of_Second_Strongest_Rhythmic_Pulse,Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses,Combined_Strength_of_Two_Strongest_Rhythmic_Pulses,Rhythmic_Variability,Rhythmic_Looseness,Polyrhythms
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run6\run6_epoch4096_18.mid",42.0, 12.0, 1.0, 1.0, 65.0, 0.93, 0.07, 0.0, 1.0, 2.0, 18.0, 4.33, 0.0, 0.0, 0.22, 0.28, 0.1818, 0.3571, 1.0, 6.0, 18.27, 3.739, 3.84, 0.652, 0.2648, 0.2109, 5.717, 4.895, 4.963, 0.0, 55.0, 7.0, 0.0, 0.0, 0.0, 4.293, 6.0, 1.0, 0.1515, 0.8, 0.4444, 0.1515, 0.1212, 0.2424, 0.1515, 0.1212, 0.1212, 0.05051, 0.06061, 0.07071, 0.0101, 0.0202, 0.6667, 0.0, 0.4643, 1.292, 6.508, 4.111, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.287, 2.287, 0.4247, 2.0, 3.0, 2.0, 0.79, 1.0, 0.21, 0.0, 0.0, 0.0, 0.125, 0.5, 0.2875, 0.25, 0.67, 0.3134, 1.0, 0.1172, 0.9601, 6.014, 2.0, 1.0, 1.498, 0.055, 0.04167, 0.03547, 0.334, 0.334, 0.334, 0.2917, 0.2917, 0.1695, 0.1695, 0.1667, 0.1667, 0.05701, 0.05701, 0.0, 0.0, 29.0, 29.0, 40.0, 46.0, 1.15, 0.03399, 0.0322, 1.056, 0.06619, 0.008261, 6.414, 0.2069, 120.0, 120.0, 0.0, 21.86, 4.574, 0.8547, 0.2086, 0.2086, 0.07518, 0.07518, 0.03125, 0.2812, 0.1456, 0.04829, 0.16, 0.0, 29.0, 29.0, 40.0, 46.0, 1.15, 0.03399, 0.0322, 1.056, 0.06619, 0.008261, 6.414, 0.2069
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run6\run6_epoch4096_19.mid",45.0, 12.0, 0.0, 0.0, 61.0, 0.01, 0.15, 0.84, 3.0, 3.0, 84.0, 5.95, 84.0, 3.0, 0.06, 0.13, 0.8333, 0.8462, 4.0, 8.0, 13.32, 3.5, 3.429, 0.178, -0.04286, -0.09625, 5.902, 4.927, 4.969, 0.0, 68.0, 8.0, 56.0, 8.0, 1.0, 4.626, 4.0, 1.0, 0.1515, 1.0, 0.4141, 0.08081, 0.1515, 0.303, 0.1717, 0.06061, 0.09091, 0.08081, 0.1111, 0.05051, 0.0202, 0.0303, 1.125, 0.01, 0.4615, 1.596, 7.772, 5.966, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.904, 2.904, 0.6955, 2.0, 3.0, 3.0, 0.82, 1.0, 0.18, 0.0, 0.0, 0.0, 0.125, 0.5, 0.2512, 0.25, 0.47, 0.7447, 1.0, 0.1299, 0.02886, 6.022, 1.786, 1.0, 1.246, 0.04312, 0.04167, 0.03605, 0.2868, 0.2868, 0.2868, 0.2917, 0.2917, 0.1671, 0.1671, 0.1458, 0.1458, 0.05644, 0.05644, 0.0, 0.0, 24.0, 21.0, 43.0, 41.0, 1.049, 0.04172, 0.03338, 1.25, 0.0751, 0.00792, 11.81, 0.381, 120.0, 120.0, 0.0, 17.22, 5.808, 1.557, 0.1624, 0.1624, 0.08236, 0.08236, 0.01042, 0.2917, 0.1228, 0.05712, 0.39, 0.0, 24.0, 21.0, 43.0, 41.0, 1.049, 0.04172, 0.03338, 1.25, 0.0751, 0.00792, 11.81, 0.381
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run6\run6_epoch4096_2.mid",47.0, 12.0, 0.0, 0.0, 62.0, 0.21, 0.27, 0.52, 3.0, 2.0, 71.0, 5.93, 78.0, 5.0, 0.05, 0.13, 1.0, 0.9231, 11.0, 1.0, 15.87, 3.485, 3.413, -0.361, -0.06025, -0.1143, 5.381, 5.034, 5.106, 0.0, 66.0, 6.0, 45.0, 9.0, 2.0, 4.778, 6.0, 1.0, 0.1414, 0.9286, 0.4343, 0.09091, 0.1313, 0.2727, 0.1414, 0.09091, 0.1111, 0.1212, 0.06061, 0.05051, 0.0202, 0.0404, 1.333, 0.01, 0.4667, 1.731, 9.058, 5.091, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.746, 2.746, 0.3526, 2.0, 3.0, 3.0, 0.81, 1.0, 0.19, 0.0, 0.0, 0.0, 0.125, 0.5, 0.2712, 0.25, 0.6, 0.35, 1.0, 0.1219, 0.5231, 6.092, 1.754, 1.0, 1.214, 0.04667, 0.04167, 0.03712, 0.2838, 0.2838, 0.2838, 0.2917, 0.2917, 0.1608, 0.1608, 0.1458, 0.1458, 0.05632, 0.05632, 0.0, 0.0, 28.0, 22.0, 43.0, 49.0, 1.14, 0.03858, 0.03241, 1.19, 0.07099, 0.008032, 19.32, 0.2727, 120.0, 120.0, 0.0, 18.21, 5.492, 0.7493, 0.1715, 0.1715, 0.07316, 0.07316, 0.01042, 0.2917, 0.1304, 0.05074, 0.23, 0.0, 28.0, 22.0, 43.0, 49.0, 1.14, 0.03858, 0.03241, 1.19, 0.07099, 0.008032, 19.32, 0.2727
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run6\run6_epoch4096_20.mid",47.0, 12.0, 1.0, 1.0, 70.0, 0.89, 0.11, 0.0, 1.0, 3.0, 20.0, 4.29, 0.0, 0.0, 0.19, 0.24, 0.2632, 0.4167, 1.0, 2.0, 21.57, 3.836, 3.737, 1.114, 1.009, -0.3292, 5.935, 4.977, 4.886, 0.0, 67.0, 7.0, 4.0, 4.0, 2.0, 3.848, 4.0, 2.0, 0.1616, 0.9375, 0.4242, 0.1212, 0.1414, 0.303, 0.2323, 0.07071, 0.08081, 0.0404, 0.1111, 0.0202, 0.0101, 0.0101, 0.5333, 0.0, 0.4483, 1.403, 6.081, 3.027, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.19, 2.19, 0.4083, 2.0, 3.0, 3.0, 0.7, 1.0, 0.3, 0.0, 0.0, 0.0, 0.125, 0.5, 0.3063, 0.25, 0.55, 0.5455, 1.0, 0.1346, 1.254, 5.024, 1.818, 1.0, 1.219, 0.05708, 0.04167, 0.0361, 0.3403, 0.3403, 0.3403, 0.2917, 0.2917, 0.184, 0.184, 0.1875, 0.1875, 0.05294, 0.05294, 0.0, 0.0, 25.0, 23.0, 41.0, 47.0, 1.146, 0.03825, 0.03643, 1.05, 0.07468, 0.008248, 7.391, 0.1739, 120.0, 120.0, 0.0, 22.83, 4.38, 0.8666, 0.218, 0.218, 0.07614, 0.07614, 0.04167, 0.25, 0.1506, 0.04985, 0.19, 0.0, 25.0, 23.0, 41.0, 47.0, 1.146, 0.03825, 0.03643, 1.05, 0.07468, 0.008248, 7.391, 0.1739
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run6\run6_epoch4096_21.mid",44.0, 12.0, 0.0, 0.0, 46.0, 0.62, 0.33, 0.05, 1.0, 4.0, 50.0, 5.97, 59.0, 8.0, 0.07, 0.13, 0.7143, 1.0, 11.0, 3.0, 12.03, 3.465, 3.494, -0.0374, -0.02597, -0.1803, 5.469, 5.043, 4.987, 0.0, 53.0, 5.0, 31.0, 7.0, 2.0, 4.04, 4.0, 1.0, 0.1717, 1.0, 0.4444, 0.08081, 0.1212, 0.2929, 0.2525, 0.08081, 0.1111, 0.07071, 0.05051, 0.0202, 0.0101, 0.0303, 2.125, 0.01, 0.4286, 1.596, 6.789, 6.743, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.987, 2.987, 1.408, 2.0, 3.0, 2.0, 0.88, 1.0, 0.12, 0.0, 0.0, 0.0, 0.125, 0.5, 0.2475, 0.25, 0.62, 0.4194, 1.0, 0.108, -0.06942, 7.396, 1.786, 1.0, 1.171, 0.04146, 0.04167, 0.02878, 0.29, 0.29, 0.29, 0.2917, 0.2917, 0.1605, 0.1605, 0.125, 0.125, 0.06018, 0.06018, 0.0, 0.0, 26.0, 19.0, 41.0, 43.0, 1.049, 0.03771, 0.03771, 1.0, 0.07542, 0.007983, 9.0, 0.2105, 120.0, 120.0, 0.0, 16.74, 5.974, 0.6085, 0.157, 0.157, 0.06975, 0.06975, 0.02083, 0.2396, 0.1189, 0.04585, 0.35, 0.0, 26.0, 19.0, 41.0, 43.0, 1.049, 0.03771, 0.03771, 1.0, 0.07542, 0.007983, 9.0, 0.2105
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run6\run6_epoch4096_22.mid",51.0, 12.0, 0.0, 0.0, 56.0, 0.15, 0.38, 0.47, 4.0, 4.0, 71.0, 5.41, 74.0, 2.0, 0.06, 0.13, 1.0, 0.8462, 4.0, 4.0, 14.14, 3.403, 3.31, 0.08701, 0.3615, -0.04532, 5.456, 4.998, 5.071, 0.0, 81.0, 9.0, 79.0, 7.0, 2.0, 4.222, 6.0, 2.0, 0.1515, 1.0, 0.404, 0.06061, 0.1111, 0.2626, 0.2525, 0.1313, 0.09091, 0.06061, 0.1111, 0.0202, 0.0101, 0.0, 0.6667, 0.0, 0.4839, 1.55, 6.85, 4.688, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.832, 2.832, 0.8354, 2.0, 3.0, 3.0, 0.81, 1.0, 0.19, 0.0, 0.0, 0.0, 0.125, 0.5, 0.265, 0.25, 0.55, 0.4727, 1.0, 0.126, 0.3572, 5.988, 1.667, 1.0, 1.052, 0.04979, 0.04167, 0.03477, 0.2867, 0.2867, 0.2867, 0.3333, 0.3333, 0.1689, 0.1689, 0.1458, 0.1458, 0.05701, 0.05701, 0.0, 0.0, 29.0, 21.0, 41.0, 43.0, 1.049, 0.0373, 0.03587, 1.04, 0.07317, 0.007985, 12.52, 0.1905, 120.0, 120.0, 0.0, 17.66, 5.664, 1.598, 0.1659, 0.1659, 0.07914, 0.07914, 0.03125, 0.2396, 0.1259, 0.05161, 0.32, 0.0, 29.0, 21.0, 41.0, 43.0, 1.049, 0.0373, 0.03587, 1.04, 0.07317, 0.007985, 12.52, 0.1905
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run6\run6_epoch4096_23.mid",47.0, 12.0, 0.0, 0.0, 60.0, 0.65, 0.34, 0.01, 3.0, 3.0, 46.0, 5.44, 45.0, 2.0, 0.05, 0.14, 0.8, 0.9286, 6.0, 7.0, 13.99, 3.267, 3.34, -0.4373, 0.404, 0.3952, 5.739, 4.926, 4.913, 0.0, 62.0, 2.0, 45.0, 9.0, 2.0, 4.071, 5.0, 1.0, 0.2424, 0.5833, 0.3636, 0.0404, 0.1414, 0.3838, 0.2222, 0.101, 0.08081, 0.0404, 0.0404, 0.05051, 0.0101, 0.0303, 1.2, 0.0, 0.4632, 1.583, 6.533, 3.773, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.948, 2.948, 1.479, 2.0, 3.0, 2.0, 0.88, 1.0, 0.12, 0.0, 0.0, 0.0, 0.125, 0.5, 0.24, 0.25, 0.56, 0.5714, 1.0, 0.1119, -0.2681, 7.227, 2.0, 1.0, 1.457, 0.0425, 0.04167, 0.03478, 0.312, 0.312, 0.312, 0.3125, 0.3125, 0.1631, 0.1631, 0.1458, 0.1458, 0.05932, 0.05932, 0.0, 0.0, 25.0, 20.0, 41.0, 44.0, 1.073, 0.04085, 0.04085, 1.0, 0.08169, 0.008297, 10.0, 0.25, 120.0, 120.0, 0.0, 16.96, 5.897, 1.215, 0.1591, 0.1591, 0.07253, 0.07253, 0.03125, 0.2292, 0.1167, 0.04857, 0.41, 0.0, 25.0, 20.0, 41.0, 44.0, 1.073, 0.04085, 0.04085, 1.0, 0.08169, 0.008297, 10.0, 0.25
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run6\run6_epoch4096_24.mid",52.0, 12.0, 0.0, 0.0, 77.0, 0.87, 0.11, 0.02, 4.0, 3.0, 26.0, 4.79, 0.0, 2.0, 0.06, 0.14, 0.8333, 0.9286, 22.0, 2.0, 19.72, 3.608, 3.815, 0.5157, 0.6569, -0.3382, 6.055, 5.012, 4.755, 0.0, 75.0, 3.0, 27.0, 3.0, 1.0, 4.606, 5.0, 3.0, 0.1919, 0.6842, 0.4242, 0.06061, 0.1919, 0.303, 0.2222, 0.06061, 0.101, 0.0404, 0.08081, 0.08081, 0.0202, 0.0303, 0.6923, 0.02, 0.4731, 1.476, 7.159, 3.806, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.565, 2.565, 0.7231, 2.0, 3.0, 3.0, 0.76, 1.0, 0.24, 0.0, 0.0, 0.0, 0.125, 0.5, 0.2825, 0.25, 0.54, 0.4444, 1.0, 0.1325, 0.7358, 5.437, 1.754, 1.0, 1.169, 0.05042, 0.04167, 0.03724, 0.3105, 0.3105, 0.3105, 0.3125, 0.3125, 0.1667, 0.1667, 0.1458, 0.1458, 0.05302, 0.05302, 0.0, 0.0, 22.0, 22.0, 47.0, 73.0, 1.553, 0.03205, 0.03045, 1.053, 0.0625, 0.008006, 10.27, 0.09091, 120.0, 120.0, 0.0, 19.49, 5.131, 1.006, 0.1843, 0.1843, 0.08485, 0.08485, 0.01042, 0.2812, 0.1344, 0.05704, 0.29, 0.0, 22.0, 22.0, 47.0, 73.0, 1.553, 0.03205, 0.03045, 1.053, 0.0625, 0.008006, 10.27, 0.09091
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run6\run6_epoch4096_25.mid",49.0, 12.0, 1.0, 0.0, 69.0, 0.9, 0.1, 0.0, 5.0, 4.0, 23.0, 4.51, 0.0, 0.0, 0.14, 0.17, 0.4286, 0.7647, 5.0, 2.0, 19.8, 3.368, 3.718, 0.5075, 0.4543, 0.3631, 5.585, 5.029, 4.96, 0.0, 66.0, 6.0, 5.0, 5.0, 5.0, 3.97, 4.0, 3.0, 0.202, 0.95, 0.3636, 0.08081, 0.1111, 0.303, 0.1717, 0.202, 0.06061, 0.08081, 0.07071, 0.0202, 0.0101, 0.0, 1.125, 0.0, 0.4286, 1.4, 5.969, 4.182, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.202, 2.202, 0.6239, 2.0, 3.0, 3.0, 0.63, 1.0, 0.37, 0.0, 0.0, 0.0, 0.125, 0.5, 0.3237, 0.25, 0.48, 0.7708, 1.0, 0.1422, 1.555, 4.68, 2.0, 1.0, 1.629, 0.05729, 0.04167, 0.03899, 0.3234, 0.3234, 0.3234, 0.3125, 0.3125, 0.18, 0.18, 0.1875, 0.1875, 0.05529, 0.05529, 0.0, 0.0, 26.0, 20.0, 43.0, 40.0, 1.075, 0.03922, 0.02852, 1.375, 0.06774, 0.007914, 6.65, 0.2, 120.0, 120.0, 0.0, 22.71, 4.404, 0.9327, 0.2166, 0.2166, 0.08252, 0.08252, 0.05208, 0.2708, 0.1536, 0.05366, 0.19, 0.0, 26.0, 20.0, 43.0, 40.0, 1.075, 0.03922, 0.02852, 1.375, 0.06774, 0.007914, 6.65, 0.2
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run6\run6_epoch4096_26.mid",46.0, 12.0, 0.0, 0.0, 53.0, 0.42, 0.46, 0.12, 2.0, 3.0, 56.0, 5.23, 54.0, 6.0, 0.05, 0.14, 1.0, 0.9286, 3.0, 5.0, 12.86, 3.44, 3.273, -0.03967, -0.6715, -0.6508, 5.465, 4.934, 5.128, 0.0, 63.0, 3.0, 67.0, 7.0, 2.0, 4.182, 6.0, 1.0, 0.1515, 0.9333, 0.3939, 0.09091, 0.1414, 0.2929, 0.1818, 0.101, 0.1111, 0.07071, 0.08081, 0.05051, 0.0, 0.0202, 1.25, 0.0, 0.4556, 1.5, 6.75, 4.172, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.956, 2.956, 1.46, 2.0, 3.0, 3.0, 0.84, 1.0, 0.16, 0.0, 0.0, 0.0, 0.125, 0.5, 0.2525, 0.25, 0.54, 0.5556, 1.0, 0.1218, 0.06159, 6.41, 1.852, 1.0, 1.265, 0.04542, 0.04167, 0.03329, 0.2906, 0.2906, 0.2906, 0.2917, 0.2917, 0.1577, 0.1577, 0.1458, 0.1458, 0.05469, 0.05469, 0.0, 0.0, 28.0, 23.0, 47.0, 43.0, 1.093, 0.03629, 0.03495, 1.038, 0.07124, 0.008024, 10.04, 0.1304, 120.0, 120.0, 0.0, 16.92, 5.911, 1.813, 0.1585, 0.1585, 0.076, 0.076, 0.03125, 0.2292, 0.12, 0.05061, 0.42, 0.0, 28.0, 23.0, 47.0, 43.0, 1.093, 0.03629, 0.03495, 1.038, 0.07124, 0.008024, 10.04, 0.1304
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run6\run6_epoch4096_27.mid",52.0, 12.0, 0.0, 0.0, 69.0, 0.81, 0.19, 0.0, 3.0, 2.0, 37.0, 5.17, 36.0, 0.0, 0.05, 0.12, 0.8, 0.8333, 9.0, 2.0, 17.4, 3.573, 3.559, -0.2051, 0.1427, 0.09273, 5.393, 4.902, 4.857, 0.0, 57.0, 9.0, 2.0, 2.0, 1.0, 5.263, 5.0, 2.0, 0.1414, 0.7857, 0.4545, 0.06061, 0.1414, 0.2222, 0.202, 0.07071, 0.1111, 0.1111, 0.08081, 0.06061, 0.0202, 0.06061, 1.222, 0.01, 0.4301, 1.476, 8.095, 4.276, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.512, 2.512, 0.5469, 2.0, 3.0, 3.0, 0.73, 1.0, 0.27, 0.0, 0.0, 0.0, 0.125, 0.5, 0.295, 0.25, 0.55, 0.4909, 1.0, 0.1336, 1.011, 5.215, 1.887, 1.0, 1.437, 0.05417, 0.04167, 0.03553, 0.2946, 0.2946, 0.2946, 0.3125, 0.3125, 0.1714, 0.1714, 0.1458, 0.1458, 0.05149, 0.05149, 0.0, 0.0, 26.0, 12.0, 43.0, 46.0, 1.07, 0.04334, 0.03531, 1.227, 0.07865, 0.00837, 5.083, 0.25, 120.0, 120.0, 0.0, 19.91, 5.024, 0.9071, 0.1891, 0.1891, 0.07978, 0.07978, 0.02083, 0.2708, 0.1404, 0.05619, 0.27, 0.0, 26.0, 12.0, 43.0, 46.0, 1.07, 0.04334, 0.03531, 1.227, 0.07865, 0.00837, 5.083, 0.25
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run6\run6_epoch4096_28.mid",51.0, 12.0, 0.0, 0.0, 64.0, 0.93, 0.07, 0.0, 3.0, 3.0, 28.0, 5.12, 26.0, 2.0, 0.05, 0.13, 0.8, 0.9231, 13.0, 2.0, 16.34, 3.548, 3.479, 0.3231, 0.9469, 0.7587, 5.453, 4.844, 4.833, 0.0, 62.0, 2.0, 19.0, 7.0, 6.0, 4.475, 6.0, 5.0, 0.1616, 0.8125, 0.4141, 0.05051, 0.1313, 0.2323, 0.2323, 0.1212, 0.1616, 0.07071, 0.07071, 0.05051, 0.0, 0.0101, 0.7692, 0.01, 0.4255, 1.446, 6.738, 4.731, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.546, 2.546, 0.6594, 2.0, 3.0, 3.0, 0.81, 1.0, 0.19, 0.0, 0.0, 0.0, 0.125, 0.5, 0.27, 0.25, 0.59, 0.3729, 1.0, 0.1227, 0.4889, 6.068, 2.128, 1.0, 1.498, 0.04854, 0.04167, 0.03554, 0.3088, 0.3088, 0.3088, 0.3333, 0.3333, 0.178, 0.178, 0.1667, 0.1667, 0.05747, 0.05747, 0.0, 0.0, 25.0, 17.0, 49.0, 43.0, 1.14, 0.03864, 0.03709, 1.042, 0.07573, 0.008088, 9.765, 0.1765, 120.0, 120.0, 0.0, 19.64, 5.093, 1.394, 0.186, 0.186, 0.08468, 0.08468, 0.0, 0.2604, 0.1357, 0.05505, 0.27, 0.0, 25.0, 17.0, 49.0, 43.0, 1.14, 0.03864, 0.03709, 1.042, 0.07573, 0.008088, 9.765, 0.1765
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run6\run6_epoch4096_29.mid",49.0, 11.0, 0.0, 0.0, 66.0, 0.2, 0.32, 0.48, 6.0, 4.0, 70.0, 5.41, 78.0, 11.0, 0.07, 0.12, 0.8571, 0.8333, 11.0, 7.0, 16.04, 3.461, 3.322, -0.2675, 0.3553, -0.2619, 5.5, 5.056, 5.096, 0.0, 80.0, 8.0, 78.0, 6.0, 1.0, 4.465, 5.0, 3.0, 0.1313, 1.0, 0.4242, 0.1111, 0.1313, 0.2424, 0.2121, 0.08081, 0.101, 0.06061, 0.1212, 0.0404, 0.0, 0.0303, 0.6154, 0.01, 0.5, 1.692, 8.365, 4.364, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.834, 2.834, 0.8398, 2.0, 3.0, 3.0, 0.82, 1.0, 0.18, 0.0, 0.0, 0.0, 0.125, 0.5, 0.2625, 0.25, 0.56, 0.4643, 1.0, 0.1237, 0.3031, 6.141, 1.562, 1.0, 1.067, 0.04396, 0.04167, 0.0349, 0.2851, 0.2851, 0.2851, 0.3125, 0.3125, 0.1637, 0.1637, 0.1458, 0.1458, 0.05674, 0.05674, 0.0, 0.0, 29.0, 24.0, 41.0, 43.0, 1.049, 0.03483, 0.03483, 1.0, 0.06967, 0.00804, 10.71, 0.2083, 120.0, 120.0, 0.0, 17.65, 5.667, 1.562, 0.1666, 0.1666, 0.07759, 0.07759, 0.03125, 0.2396, 0.1261, 0.05118, 0.29, 0.0, 29.0, 24.0, 41.0, 43.0, 1.049, 0.03483, 0.03483, 1.0, 0.06967, 0.00804, 10.71, 0.2083
