,Number_of_Pitches,Number_of_Pitch_Classes,Number_of_Common_Pitches,Number_of_Common_Pitch_Classes,Range,Importance_of_Bass_Register,Importance_of_Middle_Register,Importance_of_High_Register,Dominant_Spread,Strong_Tonal_Centres,Mean_Pitch,Mean_Pitch_Class,Most_Common_Pitch,Most_Common_Pitch_Class,Prevalence_of_Most_Common_Pitch,Prevalence_of_Most_Common_Pitch_Class,Relative_Prevalence_of_Top_Pitches,Relative_Prevalence_of_Top_Pitch_Classes,Interval_Between_Most_Prevalent_Pitches,Interval_Between_Most_Prevalent_Pitch_Classes,Pitch_Variability,Pitch_Class_Variability,Pitch_Class_Variability_After_Folding,Pitch_Skewness,Pitch_Class_Skewness,Pitch_Class_Skewness_After_Folding,Pitch_Kurtosis,Pitch_Class_Kurtosis,Pitch_Class_Kurtosis_After_Folding,Major_or_Minor,First_Pitch,First_Pitch_Class,Last_Pitch,Last_Pitch_Class,Most_Common_Melodic_Interval,Mean_Melodic_Interval,Number_of_Common_Melodic_Intervals,Distance_Between_Most_Prevalent_Melodic_Intervals,Prevalence_of_Most_Common_Melodic_Interval,Relative_Prevalence_of_Most_Common_Melodic_Intervals,Amount_of_Arpeggiation,Repeated_Notes,Chromatic_Motion,Stepwise_Motion,Melodic_Thirds,Melodic_Perfect_Fourths,Melodic_Tritones,Melodic_Perfect_Fifths,Melodic_Sixths,Melodic_Sevenths,Melodic_Octaves,Melodic_Large_Intervals,Minor_Major_Melodic_Third_Ratio,Melodic_Embellishments,Direction_of_Melodic_Motion,Average_Length_of_Melodic_Arcs,Average_Interval_Spanned_by_Melodic_Arcs,Melodic_Pitch_Variety,Simple_Initial_Meter,Compound_Initial_Meter,Complex_Initial_Meter,Duple_Initial_Meter,Triple_Initial_Meter,Quadruple_Initial_Meter,Metrical_Diversity,Total_Number_of_Notes,Note_Density_per_Quarter_Note,Note_Density_per_Quarter_Note_per_Voice,Note_Density_per_Quarter_Note_Variability,Range_of_Rhythmic_Values,Number_of_Different_Rhythmic_Values_Present,Number_of_Common_Rhythmic_Values_Present,Prevalence_of_Very_Short_Rhythmic_Values,Prevalence_of_Short_Rhythmic_Values,Prevalence_of_Medium_Rhythmic_Values,Prevalence_of_Long_Rhythmic_Values,Prevalence_of_Very_Long_Rhythmic_Values,Prevalence_of_Dotted_Notes,Shortest_Rhythmic_Value,Longest_Rhythmic_Value,Mean_Rhythmic_Value,Most_Common_Rhythmic_Value,Prevalence_of_Most_Common_Rhythmic_Value,Relative_Prevalence_of_Most_Common_Rhythmic_Values,Difference_Between_Most_Common_Rhythmic_Values,Rhythmic_Value_Variability,Rhythmic_Value_Skewness,Rhythmic_Value_Kurtosis,Mean_Rhythmic_Value_Run_Length,Median_Rhythmic_Value_Run_Length,Variability_in_Rhythmic_Value_Run_Lengths,Mean_Rhythmic_Value_Offset,Median_Rhythmic_Value_Offset,Variability_of_Rhythmic_Value_Offsets,Complete_Rests_Fraction,Partial_Rests_Fraction,Average_Rest_Fraction_Across_Voices,Longest_Complete_Rest,Longest_Partial_Rest,Mean_Complete_Rest_Duration,Mean_Partial_Rest_Duration,Median_Complete_Rest_Duration,Median_Partial_Rest_Duration,Variability_of_Complete_Rest_Durations,Variability_of_Partial_Rest_Durations,Variability_Across_Voices_of_Combined_Rests,Number_of_Strong_Rhythmic_Pulses_-_Tempo_Standardized,Number_of_Moderate_Rhythmic_Pulses_-_Tempo_Standardized,Number_of_Relatively_Strong_Rhythmic_Pulses_-_Tempo_Standardized,Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Second_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Harmonicity_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Strength_of_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Strength_of_Second_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Combined_Strength_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Rhythmic_Variability_-_Tempo_Standardized,Rhythmic_Looseness_-_Tempo_Standardized,Polyrhythms_-_Tempo_Standardized,Initial_Tempo,Mean_Tempo,Tempo_Variability,Duration_in_Seconds,Note_Density,Note_Density_Variability,Average_Time_Between_Attacks,Average_Time_Between_Attacks_for_Each_Voice,Variability_of_Time_Between_Attacks,Average_Variability_of_Time_Between_Attacks_for_Each_Voice,Minimum_Note_Duration,Maximum_Note_Duration,Average_Note_Duration,Variability_of_Note_Durations,Amount_of_Staccato,Number_of_Strong_Rhythmic_Pulses,Number_of_Moderate_Rhythmic_Pulses,Number_of_Relatively_Strong_Rhythmic_Pulses,Strongest_Rhythmic_Pulse,Second_Strongest_Rhythmic_Pulse,Harmonicity_of_Two_Strongest_Rhythmic_Pulses,Strength_of_Strongest_Rhythmic_Pulse,Strength_of_Second_Strongest_Rhythmic_Pulse,Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses,Combined_Strength_of_Two_Strongest_Rhythmic_Pulses,Rhythmic_Variability,Rhythmic_Looseness,Polyrhythms
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run5\run5_epoch3500_100.mid",28.0, 12.0, 1.0, 0.0, 28.0, 0.0, 0.36, 0.64, 3.0, 3.0, 76.0, 5.65, 79.0, 7.0, 0.12, 0.16, 0.6667, 0.75, 8.0, 5.0, 6.927, 3.483, 3.524, 0.1429, -0.3015, -0.1107, 5.339, 4.996, 4.864, 0.0, 85.0, 1.0, 83.0, 11.0, 2.0, 3.576, 6.0, 1.0, 0.1818, 1.0, 0.5253, 0.09091, 0.1212, 0.303, 0.3333, 0.101, 0.0404, 0.05051, 0.0202, 0.0404, 0.0101, 0.0101, 1.2, 0.13, 0.4889, 1.636, 6.218, 5.245, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 4.8, 4.8, 0.2507, 2.0, 3.0, 2.0, 0.97, 1.0, 0.03, 0.0, 0.0, 0.0, 0.125, 0.5, 0.17, 0.125, 0.7, 1.0, 0.0, 0.08048, 1.677, 12.55, 2.439, 2.0, 1.858, 0.05021, 0.04167, 0.0377, 0.349, 0.349, 0.349, 0.2708, 0.2708, 0.1414, 0.1414, 0.125, 0.125, 0.04026, 0.04026, 0.0, 0.0, 26.0, 23.0, 41.0, 43.0, 1.049, 0.03797, 0.03345, 1.135, 0.07143, 0.007692, 11.0, 0.1739, 120.0, 120.0, 0.0, 10.42, 9.6, 5.752, 0.09249, 0.09249, 0.04976, 0.04976, 0.0, 0.2187, 0.06781, 0.04828, 0.75, 0.0, 26.0, 23.0, 41.0, 43.0, 1.049, 0.03797, 0.03345, 1.135, 0.07143, 0.007692, 11.0, 0.1739
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run5\run5_epoch3500_11.mid",30.0, 12.0, 1.0, 0.0, 43.0, 0.01, 0.29, 0.7, 4.0, 2.0, 76.0, 5.39, 74.0, 0.0, 0.09, 0.11, 0.8889, 1.0, 2.0, 2.0, 7.607, 3.567, 3.566, 0.2642, 0.328, 0.1767, 6.963, 4.973, 5.008, 0.0, 49.0, 1.0, 68.0, 8.0, 2.0, 3.505, 6.0, 2.0, 0.1616, 1.0, 0.4646, 0.101, 0.1111, 0.2727, 0.303, 0.1616, 0.08081, 0.0303, 0.0202, 0.0202, 0.0101, 0.0, 0.875, 0.12, 0.5506, 1.679, 6.377, 4.689, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 4.665, 4.665, 0.7014, 3.0, 4.0, 2.0, 0.97, 0.99, 0.03, 0.0, 0.0, 0.01, 0.125, 0.75, 0.175, 0.125, 0.68, 1.0, 0.0, 0.09401, 1.596, 21.36, 2.083, 1.0, 2.061, 0.05292, 0.04167, 0.03559, 0.3547, 0.3547, 0.3547, 0.1667, 0.1667, 0.1299, 0.1299, 0.125, 0.125, 0.02463, 0.02463, 0.0, 0.0, 21.0, 21.0, 41.0, 43.0, 1.049, 0.03539, 0.03085, 1.147, 0.06624, 0.007566, 17.86, 0.2381, 120.0, 120.0, 0.0, 10.72, 9.329, 5.504, 0.09596, 0.09596, 0.05054, 0.05054, 0.0, 0.3125, 0.06917, 0.05298, 0.76, 0.0, 21.0, 21.0, 41.0, 43.0, 1.049, 0.03539, 0.03085, 1.147, 0.06624, 0.007566, 17.86, 0.2381
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run5\run5_epoch3500_12.mid",37.0, 12.0, 1.0, 0.0, 47.0, 0.19, 0.64, 0.17, 2.0, 3.0, 63.0, 5.25, 67.0, 7.0, 0.09, 0.15, 0.8889, 0.8667, 4.0, 4.0, 9.429, 3.118, 3.721, 0.105, 0.2405, -0.4596, 6.206, 5.185, 4.715, 0.0, 44.0, 8.0, 55.0, 7.0, 1.0, 4.091, 5.0, 1.0, 0.1616, 0.875, 0.4343, 0.08081, 0.1616, 0.303, 0.2424, 0.1414, 0.05051, 0.0303, 0.07071, 0.0404, 0.0101, 0.0303, 1.0, 0.16, 0.5055, 1.596, 6.86, 4.333, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 5.053, 5.053, 0.5074, 2.0, 3.0, 2.0, 0.98, 1.0, 0.02, 0.0, 0.0, 0.0, 0.125, 0.5, 0.1688, 0.125, 0.69, 1.0, 0.0, 0.07406, 1.772, 12.23, 2.381, 2.0, 2.696, 0.0525, 0.04167, 0.03889, 0.3495, 0.3495, 0.3495, 0.2708, 0.2708, 0.1399, 0.1399, 0.125, 0.125, 0.04122, 0.04122, 0.0, 0.0, 33.0, 33.0, 41.0, 43.0, 1.049, 0.03409, 0.02972, 1.147, 0.06381, 0.007496, 13.88, 0.2121, 120.0, 120.0, 0.0, 9.896, 10.11, 0.5663, 0.08849, 0.08849, 0.04631, 0.04631, 0.0, 0.1979, 0.06438, 0.04636, 0.76, 0.0, 33.0, 33.0, 41.0, 43.0, 1.049, 0.03409, 0.02972, 1.147, 0.06381, 0.007496, 13.88, 0.2121
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run5\run5_epoch3500_13.mid",51.0, 12.0, 0.0, 0.0, 67.0, 0.73, 0.27, 0.0, 2.0, 4.0, 33.0, 4.14, 0.0, 0.0, 0.06, 0.16, 0.6667, 0.875, 63.0, 1.0, 22.68, 3.423, 3.597, -0.4419, 0.9991, -0.7506, 4.717, 5.269, 4.869, 0.0, 44.0, 8.0, 7.0, 7.0, 3.0, 3.343, 5.0, 2.0, 0.1919, 0.9474, 0.4242, 0.06061, 0.1818, 0.3535, 0.3333, 0.08081, 0.09091, 0.0101, 0.05051, 0.0101, 0.0101, 0.0, 1.357, 0.15, 0.4946, 1.603, 5.586, 4.318, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 4.819, 4.819, 0.1284, 2.0, 3.0, 2.0, 0.98, 1.0, 0.02, 0.0, 0.0, 0.0, 0.125, 0.5, 0.1713, 0.125, 0.67, 1.0, 0.0, 0.07465, 1.859, 11.68, 2.128, 1.0, 1.895, 0.05167, 0.04167, 0.03739, 0.3233, 0.3233, 0.3233, 0.1667, 0.1667, 0.1244, 0.1244, 0.125, 0.125, 0.01982, 0.01982, 0.0, 0.0, 29.0, 16.0, 41.0, 43.0, 1.049, 0.03653, 0.03196, 1.143, 0.06849, 0.007518, 15.75, 0.25, 120.0, 120.0, 0.0, 10.38, 9.639, 5.729, 0.09249, 0.09249, 0.0495, 0.0495, 0.0, 0.2083, 0.07021, 0.04788, 0.76, 0.0, 29.0, 16.0, 41.0, 43.0, 1.049, 0.03653, 0.03196, 1.143, 0.06849, 0.007518, 15.75, 0.25
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run5\run5_epoch3500_14.mid",45.0, 12.0, 1.0, 0.0, 54.0, 0.3, 0.3, 0.4, 2.0, 3.0, 61.0, 5.65, 75.0, 4.0, 0.09, 0.14, 0.8889, 0.8571, 1.0, 1.0, 16.21, 3.334, 3.085, -1.124, 0.5848, -0.1653, 5.16, 4.979, 5.118, 0.0, 43.0, 7.0, 38.0, 2.0, 2.0, 3.747, 5.0, 1.0, 0.1919, 0.9474, 0.4242, 0.0404, 0.1313, 0.3232, 0.3131, 0.1212, 0.07071, 0.06061, 0.05051, 0.0, 0.0101, 0.0101, 1.385, 0.2, 0.4947, 1.638, 6.241, 5.417, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 5.128, 5.128, 0.4499, 2.0, 3.0, 2.0, 0.99, 1.0, 0.01, 0.0, 0.0, 0.0, 0.125, 0.5, 0.1663, 0.125, 0.69, 1.0, 0.0, 0.06661, 1.858, 10.77, 2.326, 2.0, 2.055, 0.05542, 0.04167, 0.03953, 0.3483, 0.3483, 0.3483, 0.3125, 0.3125, 0.1354, 0.1354, 0.125, 0.125, 0.05084, 0.05084, 0.0, 0.0, 28.0, 24.0, 43.0, 41.0, 1.049, 0.03339, 0.03172, 1.053, 0.06511, 0.007705, 12.92, 0.2083, 120.0, 120.0, 0.0, 9.75, 10.26, 0.3655, 0.08617, 0.08617, 0.04416, 0.04416, 0.0, 0.1875, 0.06354, 0.04538, 0.78, 0.0, 28.0, 24.0, 43.0, 41.0, 1.049, 0.03339, 0.03172, 1.053, 0.06511, 0.007705, 12.92, 0.2083
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run5\run5_epoch3500_15.mid",44.0, 12.0, 0.0, 0.0, 63.0, 0.47, 0.36, 0.17, 2.0, 3.0, 58.0, 5.81, 47.0, 8.0, 0.06, 0.11, 0.8333, 1.0, 2.0, 3.0, 13.39, 3.387, 3.443, 0.5846, -0.1683, 0.549, 5.425, 5.006, 4.944, 0.0, 87.0, 3.0, 39.0, 3.0, 4.0, 3.333, 6.0, 3.0, 0.202, 0.9, 0.4747, 0.101, 0.1818, 0.3131, 0.3232, 0.1212, 0.06061, 0.0303, 0.0202, 0.0202, 0.0, 0.0101, 0.6, 0.21, 0.4719, 1.534, 5.466, 5.309, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 4.805, 4.805, 0.4426, 2.0, 3.0, 2.0, 0.99, 1.0, 0.01, 0.0, 0.0, 0.0, 0.125, 0.5, 0.1688, 0.125, 0.67, 1.0, 0.0, 0.06736, 1.948, 10.22, 2.381, 2.0, 2.263, 0.055, 0.04167, 0.04317, 0.3453, 0.3453, 0.3453, 0.2917, 0.2917, 0.1428, 0.1428, 0.125, 0.125, 0.04562, 0.04562, 0.0, 0.0, 26.0, 22.0, 43.0, 41.0, 1.049, 0.03544, 0.03284, 1.079, 0.06828, 0.007746, 11.86, 0.2727, 120.0, 120.0, 0.0, 10.41, 9.61, 5.719, 0.09228, 0.09228, 0.05053, 0.05053, 0.0, 0.1979, 0.06813, 0.05026, 0.73, 0.0, 26.0, 22.0, 43.0, 41.0, 1.049, 0.03544, 0.03284, 1.079, 0.06828, 0.007746, 11.86, 0.2727
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run5\run5_epoch3500_16.mid",54.0, 12.0, 0.0, 0.0, 66.0, 0.77, 0.23, 0.0, 2.0, 4.0, 34.0, 5.07, 0.0, 0.0, 0.06, 0.13, 0.8333, 0.8462, 39.0, 8.0, 19.36, 3.585, 3.56, -0.5471, 0.05857, 0.2107, 5.152, 4.949, 4.899, 0.0, 41.0, 5.0, 11.0, 11.0, 2.0, 3.354, 4.0, 1.0, 0.1919, 0.9474, 0.4949, 0.08081, 0.1414, 0.3333, 0.3636, 0.06061, 0.07071, 0.0202, 0.0404, 0.0202, 0.0101, 0.0, 1.0, 0.08, 0.4725, 1.625, 5.732, 4.886, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 4.683, 4.683, 0.3943, 2.0, 3.0, 2.0, 0.97, 1.0, 0.03, 0.0, 0.0, 0.0, 0.125, 0.5, 0.1775, 0.125, 0.64, 1.0, 0.0, 0.08177, 1.926, 11.22, 2.128, 2.0, 1.555, 0.04375, 0.04167, 0.03223, 0.3015, 0.3015, 0.3015, 0.1667, 0.1667, 0.1293, 0.1293, 0.125, 0.125, 0.02111, 0.02111, 0.0, 0.0, 28.0, 28.0, 41.0, 43.0, 1.049, 0.03315, 0.03039, 1.091, 0.06354, 0.007551, 11.5, 0.25, 120.0, 120.0, 0.0, 10.68, 9.366, 5.594, 0.09501, 0.09501, 0.04746, 0.04746, 0.0, 0.2083, 0.07458, 0.04356, 0.72, 0.0, 28.0, 28.0, 41.0, 43.0, 1.049, 0.03315, 0.03039, 1.091, 0.06354, 0.007551, 11.5, 0.25
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run5\run5_epoch3500_17.mid",41.0, 12.0, 0.0, 0.0, 56.0, 0.28, 0.49, 0.23, 1.0, 4.0, 60.0, 4.56, 73.0, 2.0, 0.08, 0.16, 0.875, 0.9375, 11.0, 1.0, 12.44, 3.34, 3.599, -0.3665, 0.5029, -0.2001, 5.793, 5.189, 4.857, 0.0, 85.0, 1.0, 29.0, 5.0, 1.0, 3.371, 6.0, 2.0, 0.1753, 1.0, 0.4948, 0.1031, 0.1753, 0.2784, 0.3402, 0.09278, 0.07216, 0.04124, 0.06186, 0.01031, 0.0, 0.0, 1.062, 0.16, 0.4943, 1.5, 5.431, 4.383, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 5.016, 5.016, 0.005017, 2.0, 3.0, 2.0, 0.99, 1.0, 0.01, 0.0, 0.0, 0.0, 0.125, 0.5, 0.165, 0.125, 0.7, 1.0, 0.0, 0.06619, 1.813, 11.08, 2.222, 2.0, 1.845, 0.05167, 0.04167, 0.03855, 0.3605, 0.3605, 0.3605, 0.25, 0.25, 0.1337, 0.1337, 0.125, 0.125, 0.03126, 0.03126, 0.0, 0.0, 26.0, 26.0, 43.0, 46.0, 1.07, 0.03418, 0.03067, 1.114, 0.06486, 0.007506, 15.54, 0.1923, 120.0, 120.0, 0.0, 9.969, 10.03, 0.172, 0.09107, 0.09107, 0.04458, 0.04458, 0.0, 0.1979, 0.06375, 0.04432, 0.76, 0.0, 26.0, 26.0, 43.0, 46.0, 1.07, 0.03418, 0.03067, 1.114, 0.06486, 0.007506, 15.54, 0.1923
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run5\run5_epoch3500_18.mid",48.0, 12.0, 0.0, 0.0, 66.0, 0.48, 0.4, 0.12, 2.0, 2.0, 54.0, 5.22, 48.0, 8.0, 0.07, 0.14, 0.7143, 0.9286, 17.0, 8.0, 16.47, 3.526, 3.772, -0.2223, 0.1872, -0.9384, 5.432, 4.953, 4.842, 0.0, 88.0, 4.0, 32.0, 8.0, 3.0, 3.919, 5.0, 2.0, 0.2121, 0.7143, 0.5051, 0.06061, 0.1414, 0.2525, 0.3434, 0.1515, 0.06061, 0.05051, 0.0202, 0.0202, 0.0202, 0.0202, 1.615, 0.18, 0.4516, 1.525, 6.23, 5.176, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 4.533, 4.533, 0.5708, 2.0, 3.0, 2.0, 0.96, 1.0, 0.04, 0.0, 0.0, 0.0, 0.125, 0.5, 0.1862, 0.125, 0.59, 1.0, 0.0, 0.08793, 2.09, 10.31, 2.041, 2.0, 1.369, 0.05021, 0.04167, 0.03688, 0.3154, 0.3154, 0.3154, 0.1875, 0.1875, 0.1296, 0.1296, 0.125, 0.125, 0.02545, 0.02545, 0.0, 0.0, 25.0, 18.0, 41.0, 43.0, 1.049, 0.03832, 0.03364, 1.139, 0.07196, 0.007747, 11.06, 0.1111, 120.0, 120.0, 0.0, 11.03, 9.065, 0.9505, 0.0987, 0.0987, 0.05308, 0.05308, 0.0, 0.2292, 0.07552, 0.04976, 0.66, 0.0, 25.0, 18.0, 41.0, 43.0, 1.049, 0.03832, 0.03364, 1.139, 0.07196, 0.007747, 11.06, 0.1111
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run5\run5_epoch3500_19.mid",53.0, 12.0, 0.0, 0.0, 79.0, 0.69, 0.28, 0.03, 2.0, 4.0, 32.0, 5.46, 0.0, 3.0, 0.05, 0.14, 0.8, 0.7143, 7.0, 8.0, 24.78, 3.491, 3.435, 0.477, -0.464, 0.2969, 4.709, 4.974, 4.937, 0.0, 79.0, 7.0, 16.0, 4.0, 1.0, 3.694, 6.0, 2.0, 0.1633, 0.875, 0.449, 0.1122, 0.1633, 0.2857, 0.2347, 0.1122, 0.08163, 0.08163, 0.06122, 0.02041, 0.0, 0.0102, 1.556, 0.1, 0.4483, 1.642, 6.755, 4.4, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 4.486, 4.486, 0.7223, 2.0, 3.0, 2.0, 0.98, 1.0, 0.02, 0.0, 0.0, 0.0, 0.125, 0.5, 0.1825, 0.125, 0.58, 1.0, 0.0, 0.07625, 2.262, 10.01, 1.818, 1.0, 1.389, 0.04583, 0.04167, 0.0335, 0.2916, 0.2916, 0.2916, 0.1875, 0.1875, 0.1347, 0.1347, 0.1458, 0.1458, 0.02438, 0.02438, 0.0, 0.0, 27.0, 27.0, 41.0, 43.0, 1.049, 0.03259, 0.02793, 1.167, 0.06052, 0.007645, 9.037, 0.1852, 120.0, 120.0, 0.0, 11.15, 8.972, 2.539, 0.1016, 0.1016, 0.05244, 0.05244, 0.0, 0.2604, 0.07896, 0.0485, 0.65, 0.0, 27.0, 27.0, 41.0, 43.0, 1.049, 0.03259, 0.02793, 1.167, 0.06052, 0.007645, 9.037, 0.1852
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run5\run5_epoch3500_2.mid",43.0, 12.0, 0.0, 0.0, 63.0, 0.77, 0.19, 0.04, 3.0, 4.0, 42.0, 5.42, 31.0, 8.0, 0.08, 0.12, 1.0, 1.0, 1.0, 4.0, 15.62, 3.403, 3.486, 1.318, -0.5113, 0.2582, 5.727, 4.967, 4.88, 0.0, 86.0, 2.0, 26.0, 2.0, 2.0, 3.131, 6.0, 1.0, 0.202, 0.9, 0.404, 0.07071, 0.1515, 0.3535, 0.3131, 0.1414, 0.09091, 0.0101, 0.0101, 0.0101, 0.0, 0.0, 1.385, 0.12, 0.4674, 1.586, 5.207, 5.519, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 5.15, 5.15, 0.4354, 1.0, 2.0, 2.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.125, 0.25, 0.1625, 0.125, 0.7, 1.0, 0.0, 0.05757, 1.954, 4.946, 2.326, 2.0, 2.168, 0.05354, 0.04167, 0.03494, 0.3487, 0.3487, 0.3487, 0.25, 0.25, 0.1378, 0.1378, 0.1458, 0.1458, 0.03028, 0.03028, 0.0, 0.0, 25.0, 25.0, 43.0, 41.0, 1.049, 0.03289, 0.03022, 1.088, 0.06311, 0.007478, 16.28, 0.2, 120.0, 120.0, 0.0, 9.708, 10.3, 0.6419, 0.08681, 0.08681, 0.04318, 0.04318, 0.0, 0.1771, 0.06323, 0.0409, 0.84, 0.0, 25.0, 25.0, 43.0, 41.0, 1.049, 0.03289, 0.03022, 1.088, 0.06311, 0.007478, 16.28, 0.2
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run5\run5_epoch3500_20.mid",48.0, 12.0, 0.0, 0.0, 70.0, 0.75, 0.2, 0.05, 2.0, 2.0, 41.0, 5.23, 38.0, 6.0, 0.06, 0.13, 0.8333, 0.9231, 3.0, 4.0, 17.23, 3.559, 3.057, 0.5415, -0.6491, -0.3042, 5.524, 4.868, 5.211, 0.0, 85.0, 1.0, 24.0, 0.0, 4.0, 3.444, 6.0, 2.0, 0.2323, 0.7391, 0.5152, 0.09091, 0.1414, 0.3131, 0.3535, 0.09091, 0.0404, 0.0303, 0.0404, 0.0303, 0.0101, 0.0, 0.5217, 0.09, 0.4333, 1.765, 6.529, 4.667, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 4.805, 4.805, 0.5064, 2.0, 3.0, 2.0, 0.98, 1.0, 0.02, 0.0, 0.0, 0.0, 0.125, 0.5, 0.1713, 0.125, 0.67, 1.0, 0.0, 0.07465, 1.859, 11.68, 2.273, 2.0, 1.744, 0.04813, 0.04167, 0.03346, 0.3243, 0.3243, 0.3243, 0.25, 0.25, 0.1362, 0.1362, 0.125, 0.125, 0.0333, 0.0333, 0.0, 0.0, 28.0, 28.0, 44.0, 51.0, 1.159, 0.03196, 0.03014, 1.061, 0.0621, 0.007564, 12.43, 0.1786, 120.0, 120.0, 0.0, 10.41, 9.61, 5.773, 0.0927, 0.0927, 0.04276, 0.04276, 0.0, 0.2083, 0.07031, 0.04338, 0.76, 0.0, 28.0, 28.0, 44.0, 51.0, 1.159, 0.03196, 0.03014, 1.061, 0.0621, 0.007564, 12.43, 0.1786
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run5\run5_epoch3500_21.mid",40.0, 12.0, 0.0, 0.0, 54.0, 0.55, 0.38, 0.07, 3.0, 4.0, 53.0, 5.34, 57.0, 9.0, 0.08, 0.14, 0.875, 0.7857, 14.0, 4.0, 11.67, 3.214, 3.605, 0.08742, 0.3174, 0.283, 6.441, 5.048, 4.845, 0.0, 88.0, 4.0, 47.0, 11.0, 2.0, 3.889, 5.0, 3.0, 0.1818, 0.9444, 0.4242, 0.07071, 0.101, 0.2828, 0.2828, 0.1717, 0.06061, 0.05051, 0.05051, 0.0101, 0.0101, 0.0101, 0.8667, 0.15, 0.4565, 1.533, 6.333, 5.091, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 4.567, 4.567, 0.9266, 2.0, 3.0, 2.0, 0.96, 1.0, 0.04, 0.0, 0.0, 0.0, 0.125, 0.5, 0.1812, 0.125, 0.63, 1.0, 0.0, 0.08772, 1.924, 10.83, 1.818, 1.0, 1.203, 0.05417, 0.04167, 0.03639, 0.3321, 0.3321, 0.3321, 0.1875, 0.1875, 0.1332, 0.1332, 0.125, 0.125, 0.02653, 0.02653, 0.0, 0.0, 27.0, 27.0, 43.0, 41.0, 1.049, 0.03337, 0.03238, 1.03, 0.06575, 0.007653, 10.52, 0.1481, 120.0, 120.0, 0.0, 10.95, 9.134, 5.154, 0.09975, 0.09975, 0.05129, 0.05129, 0.0, 0.2083, 0.07313, 0.05023, 0.72, 0.0, 27.0, 27.0, 43.0, 41.0, 1.049, 0.03337, 0.03238, 1.03, 0.06575, 0.007653, 10.52, 0.1481
